gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,recordedByID,identifiedByID,hex_ids
2294481981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28766165,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-14T02:10:07Z,NA,NA,https://www.inaturalist.org/observations/28766165,NA,NA,NA,© hessejmb some rights reserved,hessejmb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28766165,28766165,NA,hessejmb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-13T16:57:44,16:57:44Z,NA,NA,2019,7,13,Sat Jul 13 2019 16:57:44 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"Olympic Hills Golf Club, Eden Prairie, MN, US",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62531211,NA,NA,NA,2019-07-14T00:13:40,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:38:31.540Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:38:31.540Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2294461422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28690241,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-12T20:31:55Z,NA,NA,https://www.inaturalist.org/observations/28690241,NA,NA,NA,© mplsmel some rights reserved,mplsmel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28690241,28690241,NA,mplsmel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-12T12:32:04,12:32:04Z,NA,NA,2019,7,12,2019-07-12 12:32:04 PM CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"Minneapolis, MN 55423, USA",NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62385991,NA,NA,NA,2019-07-12T19:57:05,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:38:06.088Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:38:06.088Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2294456258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28672959,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-12T15:39:19Z,NA,NA,https://www.inaturalist.org/observations/28672959,NA,NA,NA,© westwood some rights reserved,westwood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28672959,28672959,NA,westwood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Found in scattered patches throughout the nature center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-11T09:55:00,14:55:00Z,NA,NA,2019,7,11,2019/07/11 9:55 AM CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"Westwood Hills, St Louis Park, MN 55426, USA",NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62353113,NA,NA,NA,2019-07-12T14:58:54,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:37:20.286Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:37:20.286Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283247550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28510387,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-10T02:45:03Z,NA,NA,https://www.inaturalist.org/observations/28510387,NA,NA,NA,© charliemiller84 some rights reserved,charliemiller84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28510387,28510387,NA,charliemiller84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T13:12:41,13:12:41Z,NA,NA,2019,7,9,Tue Jul 09 2019 13:12:41 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"15720 6th Ave N, Plymouth, MN, US",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62008041,NA,NA,NA,2019-07-09T18:13:04,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:37:54.623Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:37:54.623Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283244465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28505434,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-09T16:58:28Z,NA,NA,https://www.inaturalist.org/observations/28505434,NA,NA,NA,© cecewatkins some rights reserved,cecewatkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28505434,28505434,NA,cecewatkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T11:51:33,16:51:33Z,NA,NA,2019,7,9,2019-07-09 11:51:33 AM CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"Columbia Heights, MN 55421, USA",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61998699,NA,NA,NA,2019-07-09T16:52:26,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:38:37.793Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:38:37.793Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283229762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28457071,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-09T13:57:30Z,NA,NA,https://www.inaturalist.org/observations/28457071,NA,NA,NA,© heyina some rights reserved,heyina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28457071,28457071,NA,heyina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-08T15:43:14,20:43:14Z,NA,NA,2019,7,8,Mon Jul 08 2019 15:43:14 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"4730 38th Ave S, Minneapolis, MN, US",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61894069,NA,NA,NA,2019-07-08T20:45:35,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:37:54.558Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:37:54.558Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283175502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28255145,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-06T14:27:41Z,NA,NA,https://www.inaturalist.org/observations/28255145,NA,NA,NA,© rpelde some rights reserved,rpelde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28255145,28255145,NA,rpelde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-05T16:47:07,16:47:07Z,NA,NA,2019,7,5,Fri Jul 05 2019 16:47:07 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"5225 Blake Rd S, Edina, MN, US",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61576609,NA,NA,NA,2019-07-06T14:27:41,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:37:21.204Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:37:21.204Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283147036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28146160,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-06T05:45:38Z,NA,NA,https://www.inaturalist.org/observations/28146160,NA,NA,NA,© Natalie Griffith some rights reserved,Natalie Griffith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28146160,28146160,NA,Natalie Griffith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-03T18:46:30,23:46:30Z,NA,NA,2019,7,3,Wed Jul 03 2019 18:46:30 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"4520 42nd Ave S, Minneapolis, MN, US",NA,NA,NA,NA,NA,NA,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61276416,NA,NA,NA,2019-07-03T23:48:33,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:37:20.471Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:37:20.471Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283118389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28052307,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-03T21:25:06Z,NA,NA,https://www.inaturalist.org/observations/28052307,NA,NA,NA,© llhruska some rights reserved,llhruska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/28052307,28052307,NA,llhruska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02T07:27:48,12:27:48Z,NA,NA,2019,7,2,Tue Jul 02 2019 07:27:48 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"Reynolds Park, Bloomington, MN, US",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61081361,NA,NA,NA,2019-07-02T12:28:04,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:37:16.382Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:37:16.382Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2283093550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27964842,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-07-01T11:57:45Z,NA,NA,https://www.inaturalist.org/observations/27964842,NA,NA,NA,© sladansk some rights reserved,sladansk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/27964842,27964842,NA,sladansk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-30T18:19:36,18:19:36Z,NA,NA,2019,6,30,Sun Jun 30 2019 18:19:36 GMT-0500 (CDT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"3100 Park Ave S, Minneapolis, MN, US",NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60952007,NA,NA,NA,2019-07-01T11:57:45,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:38:22.680Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:38:22.680Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
2273327708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27785111,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC_BY_NC_4_0,NA,NA,2019-06-28T18:28:23Z,NA,NA,https://www.inaturalist.org/observations/27785111,NA,NA,NA,© jldm some rights reserved,jldm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iNaturalist,Observations,iNaturalist research-grade observations,NA,HUMAN_OBSERVATION,,NA,NA,https://www.inaturalist.org/observations/27785111,27785111,NA,jldm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-24T13:39:48,13:39:48Z,NA,NA,2019,6,24,2019-06-24 1:39:48 PM CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,Minnesota,NA,NA,NA,"Howe, Minneapolis, MN 55406, USA",NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60539380,NA,NA,NA,2019-06-28T00:15:59,NA,NA,,47911,NA,NA,NA,NA,NA,NA,NA,Asclepias syriaca L.,NA,NA,NA,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,NA,syriaca,NA,SPECIES,NA,NA,NA,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2020-04-29T02:38:05.553Z,NA,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,StillImage,TRUE,FALSE,3170247,3170247,6,7707728,220,412,6701,3170229,NA,3170247,Asclepias syriaca,Asclepias,Asclepias syriaca L.,Asclepias syriaca,NA,DWC_ARCHIVE,2020-04-29T02:38:05.553Z,2020-04-29T01:20:22.928Z,FALSE,NA,,,8896
