"gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","genericName","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","recordedByID","identifiedByID","hex_ids"
2251830898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21885144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-06-02T17:58:54Z",NA,NA,"https://www.inaturalist.org/observations/21885144",NA,NA,NA,"© mgomez some rights reserved","mgomez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/21885144",21885144,NA,"mgomez",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-01T13:56:20","18:56:20Z",NA,NA,2019,4,1,"Mon Apr 01 2019 13:56:20 GMT-0500 (CDT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"350 N Main St, Mansfield, TX, US",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:38:23.062Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:38:23.062Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2251829887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21449721,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-06-02T18:00:11Z",NA,NA,"https://www.inaturalist.org/observations/21449721",NA,NA,NA,"© mgomez some rights reserved","mgomez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/21449721",21449721,NA,"mgomez",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-03-20T17:50:35","22:50:35Z",NA,NA,2019,3,20,"Wed Mar 20 2019 17:50:35 GMT-0500 (CDT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"980 Highway 287 N, Mansfield, TX, US",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:54.984Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:54.984Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2242975842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25064853,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-05-13T20:40:01Z",NA,NA,"https://www.inaturalist.org/observations/25064853",NA,NA,NA,"© Bob O'Kennon some rights reserved","Bob O'Kennon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/25064853",25064853,NA,"Bob O'Kennon",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-05-12T12:54:00","17:54:00Z",NA,NA,2019,5,12,"2019/05/12 12:54 PM CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"West Arlington, Arlington, TX, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54936123,NA,NA,NA,"2019-05-13T16:47:12",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:12.606Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:12.606Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2242943288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24950997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-05-12T15:20:19Z",NA,NA,"https://www.inaturalist.org/observations/24950997",NA,NA,NA,"© charley some rights reserved","charley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/24950997",24950997,NA,"charley",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-05-11T13:10:27","18:10:27Z",NA,NA,2019,5,11,"Sat May 11 2019 13:10:27 GMT-0500 (CDT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"1301 NW Green Oaks Blvd, Arlington, TX, US",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54689856,NA,NA,NA,"2019-05-11T19:11:40",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:56Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:56Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2242814205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24464289,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-05-04T23:57:37Z",NA,NA,"https://www.inaturalist.org/observations/24464289",NA,NA,NA,"© Katelyn Reeves some rights reserved","Katelyn Reeves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/24464289",24464289,NA,"Katelyn Reeves",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-27T15:24:00","20:24:00Z",NA,NA,2019,4,27,"2019/04/27 3:24 PM -0500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"5201 Bowman Springs Rd, Arlington, TX 76017, USA",NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53512240,NA,NA,NA,"2019-05-03T20:27:51",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:14.360Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:14.360Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2238990420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24139176,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-04-30T04:21:04Z",NA,NA,"https://www.inaturalist.org/observations/24139176",NA,NA,NA,"© nvu4 some rights reserved","nvu4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/24139176",24139176,NA,"nvu4",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-25T11:45:03","11:45:03Z",NA,NA,2019,4,25,"2019-04-25 11:45:03 AM CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"Elm Grove Pavilion, Rose-Brown-May Pkwy, Arlington, TX 76006, USA",NA,NA,NA,NA,NA,NA,2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52706288,NA,NA,NA,"2019-04-30T04:18:22",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:11.914Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:11.914Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2238980973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24080819,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-05-12T17:08:37Z",NA,NA,"https://www.inaturalist.org/observations/24080819",NA,NA,NA,"© acastillox some rights reserved","acastillox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/24080819",24080819,NA,"acastillox",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-29T19:28:22","19:28:22Z",NA,NA,2019,4,29,"Mon Apr 29 2019 19:28:22 GMT-0500 (CDT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"River Legacy, Arlington, TX, US",NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:12.359Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:12.359Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2238974713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24060951,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-05-12T23:03:19Z",NA,NA,"https://www.inaturalist.org/observations/24060951",NA,NA,NA,"© Annabelle Corboy some rights reserved","Annabelle Corboy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/24060951",24060951,NA,"Annabelle Corboy",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-29T17:18:00","22:18:00Z",NA,NA,2019,4,29,"2019/04/29 5:18 PM CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"8538 Meadowbrook Dr, Fort Worth, TX 76120, USA",NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52610046,NA,NA,NA,"2019-04-29T23:22:15",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:38:21.390Z",NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:38:21.390Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2238945318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23877197,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-05-26T16:23:41Z",NA,NA,"https://www.inaturalist.org/observations/23877197",NA,NA,NA,"© Zachary Chapman some rights reserved","Zachary Chapman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/23877197",23877197,NA,"Zachary Chapman",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-26T12:54:00","17:54:00Z",NA,NA,2019,4,26,"2019/04/26 12:54 PM CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"Mansfield, TX, USA",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52385228,NA,NA,NA,"2019-04-29T08:53:19",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:37:19.320Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:37:19.320Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2238931898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23812203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC0_1_0",NA,NA,"2019-04-29T02:00:44Z",NA,NA,"https://www.inaturalist.org/observations/23812203",NA,NA,NA,"By Madison Gover no rights reserved","Madison Gover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/23812203",23812203,NA,"Madison Gover",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-27T17:50:25","22:50:25Z",NA,NA,2019,4,27,"Sat Apr 27 2019 17:50:25 GMT-0500 (CDT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"Rush Creek Linear Park, Arlington, TX, US",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52292745,NA,NA,NA,"2019-04-29T01:52:23",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:38:11.227Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:38:11.227Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
2238922444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23765879,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC_BY_NC_4_0",NA,NA,"2019-04-28T23:07:23Z",NA,NA,"https://www.inaturalist.org/observations/23765879",NA,NA,NA,"© bendire44john some rights reserved","bendire44john",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNaturalist","Observations","iNaturalist research-grade observations",NA,"HUMAN_OBSERVATION","",NA,NA,"https://www.inaturalist.org/observations/23765879",23765879,NA,"bendire44john",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-04-28T17:48:53","17:48:53Z",NA,NA,2019,4,28,"2019-04-28 5:48:53 PM CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","Texas",NA,NA,NA,"1308 S Pecan St, Arlington, TX 76010, USA",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52227600,NA,NA,NA,"2019-04-28T22:49:36",NA,NA,"",48502,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis L.",NA,NA,NA,NA,NA,NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA,"canadensis","","SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","US","2020-04-29T02:38:09.170Z",NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","StillImage",TRUE,FALSE,5353583,5353583,6,7707728,220,1370,5386,2955919,NA,5353583,"Cercis canadensis","Cercis","Cercis canadensis L.","Cercis canadensis",NA,"DWC_ARCHIVE","2020-04-29T02:38:09.170Z","2020-04-29T01:20:22.928Z",FALSE,NA,"","",7955
