ID,Event,Date,Town,State/Prov,Lat,Long
1526352570,Monarch Adult (FIRST sighted),7/31/2018,Norway,ME,44.2212,-70.5651
1526352391,Monarch Adult (FIRST sighted),7/30/2018,Meriden,CT,41.5382,-72.807
1526352392,Monarch Adult (FIRST sighted),7/30/2018,Meriden,CT,41.5382,-72.807
1526352394,Monarch Adult (FIRST sighted),7/30/2018,Madison,CT,41.2667,-72.5584
1526352410,Monarch Adult (FIRST sighted),7/30/2018,Varna,IL,40.9803,-89.2762
1526352477,Monarch Adult (FIRST sighted),7/30/2018,Huntersville,NC,35.4107,-80.8429
1526352518,Monarch Adult (FIRST sighted),7/30/2018,Santa Fe,NM,35.5652,-106.1026
1526352286,Monarch Adult (FIRST sighted),7/29/2018,Deep River,CT,41.3618,-72.4887
1526352318,Monarch Adult (FIRST sighted),7/29/2018,Broken Arrow,OK,35.9913,-95.7707
1526352319,Monarch Adult (FIRST sighted),7/29/2018,Oxford,CT,41.4287,-73.182
1526352329,Monarch Adult (FIRST sighted),7/29/2018,Pittsburgh,PA,40.4526,-80.0065
1526352502,Monarch Adult (FIRST sighted),7/29/2018,Canton,NC,35.4038,-82.7537
1526352512,Monarch Adult (FIRST sighted),7/29/2018,Galesburg,MI,42.2872,-85.4216
1526352554,Monarch Adult (FIRST sighted),7/29/2018,South Euclid,OH,41.5165,-81.5331
1526352573,Monarch Adult (FIRST sighted),7/29/2018,Erie,CO,40.0198,-105.0842
1526352160,Monarch Adult (FIRST sighted),7/28/2018,Ashland,VA,37.7933,-77.5386
1526352201,Monarch Adult (FIRST sighted),7/28/2018,Glen Haven,NS,44.642,-63.9101
1526352203,Monarch Adult (FIRST sighted),7/28/2018,Raeford,NC,34.9776,-79.1372
1526352211,Monarch Adult (FIRST sighted),7/28/2018,Lexington,SC,34.0164,-81.2296
1526352287,Monarch Adult (FIRST sighted),7/28/2018,Afton,VA,37.9312,-78.8292
1526352299,Monarch Adult (FIRST sighted),7/28/2018,Ada,OK,34.7595,-96.6776
1526352320,Monarch Adult (FIRST sighted),7/28/2018,Manchester,NH,42.9696,-71.4502
1526352369,Monarch Adult (FIRST sighted),7/28/2018,Lake Ozark,MO,38.2119,-92.6639
1526352577,Monarch Adult (FIRST sighted),7/28/2018,Kingston,NY,41.9506,-73.9956
1526352036,Monarch Adult (FIRST sighted),7/27/2018,Caledon,ON,43.7516,-79.9209
1526352151,Monarch Adult (FIRST sighted),7/27/2018,Mahopac,NY,41.3723,-73.7335
1526352234,Monarch Adult (FIRST sighted),7/27/2018,Catonsville,MD,39.2678,-76.7597
1526352305,Monarch Adult (FIRST sighted),7/27/2018,Leicester,MA,42.2459,-71.9087
1526351943,Monarch Adult (FIRST sighted),7/26/2018,Longueuil,QC,45.4983,-73.4065
1526351971,Monarch Adult (FIRST sighted),7/26/2018,Mount Vernon,NY,40.9126,-73.8371
1526351974,Monarch Adult (FIRST sighted),7/26/2018,Annapolis,MD,38.9385,-76.4564
1526351983,Monarch Adult (FIRST sighted),7/26/2018,Concord,NC,35.4273,-80.6343
1526352020,Monarch Adult (FIRST sighted),7/26/2018,Albuquerque,NM,35.1444,-106.51
1526351888,Monarch Adult (FIRST sighted),7/25/2018,Tucker,GA,33.8208,-84.2212
1526351892,Monarch Adult (FIRST sighted),7/25/2018,Edmond,OK,35.6162,-97.462
1526351933,Monarch Adult (FIRST sighted),7/25/2018,Sherwood,AR,34.8186,-92.2102
1526352322,Monarch Adult (FIRST sighted),7/25/2018,Manchester,NH,43.0036,-71.4628
1526351660,Monarch Adult (FIRST sighted),7/24/2018,Colorado Springs,CO,38.7624,-104.7488
1526351874,Monarch Adult (FIRST sighted),7/24/2018,Bristol,VT,44.1361,-73.0758
1526351893,Monarch Adult (FIRST sighted),7/24/2018,Madison,VA,38.4407,-78.2768
1526352022,Monarch Adult (FIRST sighted),7/24/2018,North Myrtle Beach,SC,33.816,-78.68
1526351666,Monarch Adult (FIRST sighted),7/23/2018,Millville,NJ,39.4658,-75.1324
1526351687,Monarch Adult (FIRST sighted),7/23/2018,Arlington,VA,38.8832,-77.0984
1526351693,Monarch Adult (FIRST sighted),7/23/2018,Ratter Corner,NB,45.6405,-65.5883
1526351711,Monarch Adult (FIRST sighted),7/23/2018,Norman,OK,35.2573,-97.426
1526351567,Monarch Adult (FIRST sighted),7/22/2018,Sedalia,MO,38.7045,-93.2283
1526351599,Monarch Adult (FIRST sighted),7/22/2018,East Lansing,MI,42.7422,-84.4912
1526351648,Monarch Adult (FIRST sighted),7/22/2018,Gibson City,IL,40.4626,-88.3673
1526351659,Monarch Adult (FIRST sighted),7/22/2018,Wake Forest,NC,35.9799,-78.5097
1526351805,Monarch Adult (FIRST sighted),7/22/2018,Lansdowne,PA,39.9638,-75.3952
1526351495,Monarch Adult (FIRST sighted),7/21/2018,Parma,OH,41.4151,-81.7458
1526351511,Monarch Adult (FIRST sighted),7/21/2018,Seymour,TN,35.8726,-83.774
1526352237,Monarch Adult (FIRST sighted),7/21/2018,Beaufort,NC,34.7229,-76.5714
1526351389,Monarch Adult (FIRST sighted),7/20/2018,Cumberland Bay,NB,45.9974,-65.9423
1526351416,Monarch Adult (FIRST sighted),7/20/2018,Adamstown,MD,39.3115,-77.4754
1526351518,Monarch Adult (FIRST sighted),7/20/2018,Fort Salonga,NY,40.9203,-73.2843
1526351581,Monarch Adult (FIRST sighted),7/20/2018,Macedon,NY,43.0866,-77.3515
1526352478,Monarch Adult (FIRST sighted),7/20/2018,Rocky Point,PE,46.203,-63.1596
1526351335,Monarch Adult (FIRST sighted),7/19/2018,Redford Charter Township,MI,42.4258,-83.3144
1526351358,Monarch Adult (FIRST sighted),7/19/2018,Kingston,NY,41.9502,-73.9959
1526351583,Monarch Adult (FIRST sighted),7/19/2018,Macedon,NY,43.0909,-77.3478
1526352082,Monarch Adult (FIRST sighted),7/19/2018,Woodbury,NY,41.358,-74.0881
1526352253,Monarch Adult (FIRST sighted),7/19/2018,Milton,ON,43.5721,-79.9802
1526351223,Monarch Adult (FIRST sighted),7/18/2018,Eureka Springs,AR,36.4012,-93.738
1526351263,Monarch Adult (FIRST sighted),7/18/2018,Prescott Valley,AZ,34.5552,-112.2394
1526351304,Monarch Adult (FIRST sighted),7/18/2018,White Hall,MD,39.6198,-76.629
1526352107,Monarch Adult (FIRST sighted),7/18/2018,Burlington,ON,43.3226,-79.8219
1526352531,Monarch Adult (FIRST sighted),7/18/2018,Boulder,CO,40.0398,-105.2373
1526351051,Monarch Adult (FIRST sighted),7/17/2018,Lynn,MA,42.4715,-70.9631
1526351060,Monarch Adult (FIRST sighted),7/17/2018,Lunenburg,NS,44.3317,-64.4248
1526351072,Monarch Adult (FIRST sighted),7/17/2018,Mount Holly,VT,43.4308,-72.7882
1526351115,Monarch Adult (FIRST sighted),7/17/2018,Nether Providence Township,PA,39.8721,-75.3697
1526351200,Monarch Adult (FIRST sighted),7/17/2018,Toronto,ON,43.788,-79.139
1526351233,Monarch Adult (FIRST sighted),7/17/2018,Winnipeg,MB,49.7628,-97.1472
1526351303,Monarch Adult (FIRST sighted),7/17/2018,Mount Juliet,TN,36.1193,-86.4614
1526351405,Monarch Adult (FIRST sighted),7/17/2018,Chateaugay,NY,44.8578,-74.0335
1526351967,Monarch Adult (FIRST sighted),7/17/2018,Charleston,WV,38.333,-81.6649
1526352106,Monarch Adult (FIRST sighted),7/17/2018,Burlington,ON,43.2918,-79.8754
1526350995,Monarch Adult (FIRST sighted),7/16/2018,Blue Hill,ME,44.3869,-68.5709
1526350998,Monarch Adult (FIRST sighted),7/16/2018,Macedon,NY,43.0858,-77.3541
1526351009,Monarch Adult (FIRST sighted),7/16/2018,Athens,PA,41.958,-76.5181
1526351016,Monarch Adult (FIRST sighted),7/16/2018,Saint-Faustin-Lac-Carré,QC,46.1138,-74.4781
1526351027,Monarch Adult (FIRST sighted),7/16/2018,Livingston,MT,45.391,-110.7178
1526351038,Monarch Adult (FIRST sighted),7/16/2018,Plymouth,NH,43.7761,-71.7403
1526351067,Monarch Adult (FIRST sighted),7/16/2018,Woodbury,CT,41.595,-73.2124
1526351084,Monarch Adult (FIRST sighted),7/16/2018,Lancaster,PA,40.0379,-76.3055
1526351337,Monarch Adult (FIRST sighted),7/16/2018,Rio Mora National Wildlife Refuge,NM,35.8369,-105.0605
1526350870,Monarch Adult (FIRST sighted),7/15/2018,Mocksville,NC,35.9102,-80.4906
1526350874,Monarch Adult (FIRST sighted),7/15/2018,Oklahoma City,OK,35.5067,-97.6043
1526350875,Monarch Adult (FIRST sighted),7/15/2018,Hancock,NH,42.9963,-72.0114
1526350884,Monarch Adult (FIRST sighted),7/15/2018,Bradford,NH,43.2687,-71.9576
1526351003,Monarch Adult (FIRST sighted),7/15/2018,Sugar Creek,MO,39.1097,-94.4447
1526351050,Monarch Adult (FIRST sighted),7/15/2018,Erieville,NY,42.8697,-75.7103
1526351197,Monarch Adult (FIRST sighted),7/15/2018,Lakeville,MA,41.8459,-70.9495
1526351353,Monarch Adult (FIRST sighted),7/15/2018,Bécancour,QC,46.2944,-72.5253
1526350722,Monarch Adult (FIRST sighted),7/14/2018,Slippery Rock,PA,41.064,-80.0564
1526350723,Monarch Adult (FIRST sighted),7/14/2018,Northbridge,MA,42.1112,-71.6662
1526350740,Monarch Adult (FIRST sighted),7/14/2018,Catawissa,PA,40.952,-76.4597
1526350773,Monarch Adult (FIRST sighted),7/14/2018,Mamaroneck,NY,40.9493,-73.7485
1526350882,Monarch Adult (FIRST sighted),7/14/2018,Windham,NH,42.7813,-71.3221
1526350898,Monarch Adult (FIRST sighted),7/14/2018,Springfield,VT,43.2375,-72.5383
1526350999,Monarch Adult (FIRST sighted),7/14/2018,Jackson,NJ,40.0919,-74.3587
1526351076,Monarch Adult (FIRST sighted),7/14/2018,Mount Holly,VT,43.431,-72.7877
1526350595,Monarch Adult (FIRST sighted),7/13/2018,Swanzey,NH,42.8697,-72.2817
1526350642,Monarch Adult (FIRST sighted),7/13/2018,Catonsville,MD,39.2806,-76.7137
1526350644,Monarch Adult (FIRST sighted),7/13/2018,Medford,NJ,39.8662,-74.839
1526350659,Monarch Adult (FIRST sighted),7/13/2018,Lunenburg,MA,42.5945,-71.7245
1526350668,Monarch Adult (FIRST sighted),7/13/2018,Oklahoma City,OK,35.5455,-97.5823
1526350527,Monarch Adult (FIRST sighted),7/12/2018,Stonington,CT,41.3543,-71.9665
1526350528,Monarch Adult (FIRST sighted),7/12/2018,Stonington,CT,41.3405,-71.877
1526350529,Monarch Adult (FIRST sighted),7/12/2018,Stonington,CT,41.3529,-71.8793
1526350547,Monarch Adult (FIRST sighted),7/12/2018,Stratford,PE,46.2142,-63.1066
1526350601,Monarch Adult (FIRST sighted),7/12/2018,Bethlehem,PA,40.602,-75.3863
1526350781,Monarch Adult (FIRST sighted),7/12/2018,Sharon,MA,42.1254,-71.1753
1526350968,Monarch Adult (FIRST sighted),7/12/2018,Windham,ME,43.7856,-70.4303
1526351864,Monarch Adult (FIRST sighted),7/12/2018,Manassas,VA,38.7509,-77.4753
1526350414,Monarch Adult (FIRST sighted),7/11/2018,Greenfield,MA,42.5777,-72.6257
1526350462,Monarch Adult (FIRST sighted),7/11/2018,Hackettstown,NJ,40.854,-74.8291
1526350484,Monarch Adult (FIRST sighted),7/11/2018,Las Vegas,NV,36.2975,-115.2145
1526350622,Monarch Adult (FIRST sighted),7/11/2018,Windsor,VT,43.48,-72.3866
1526350676,Monarch Adult (FIRST sighted),7/11/2018,Boise,ID,43.6324,-116.1968
1526351288,Monarch Adult (FIRST sighted),7/11/2018,O'Fallon,MO,38.8106,-90.6998
1526351428,Monarch Adult (FIRST sighted),7/11/2018,Broken Arrow,OK,35.9772,-95.8426
1526351658,Monarch Adult (FIRST sighted),7/11/2018,Vale,NC,35.4846,-81.3788
1526350319,Monarch Adult (FIRST sighted),7/10/2018,Belfast,ME,44.4191,-68.9998
1526350352,Monarch Adult (FIRST sighted),7/10/2018,Sykesville,MD,39.3989,-77.0101
1526350376,Monarch Adult (FIRST sighted),7/10/2018,North Abington Township,PA,41.5475,-75.6862
1526350424,Monarch Adult (FIRST sighted),7/10/2018,Avon Lake,OH,41.5053,-82.0282
1526350445,Monarch Adult (FIRST sighted),7/10/2018,Ellicott City,MD,39.2673,-76.7983
1526352044,Monarch Adult (FIRST sighted),7/10/2018,Bow,NH,43.0804,-71.5137
1526350215,Monarch Adult (FIRST sighted),7/9/2018,West Chester,PA,39.964,-75.5832
1526350220,Monarch Adult (FIRST sighted),7/9/2018,Schroon Lake,NY,43.8787,-73.7359
1526350227,Monarch Adult (FIRST sighted),7/9/2018,Ossining,NY,41.1629,-73.8615
1526350242,Monarch Adult (FIRST sighted),7/9/2018,Easton,PA,40.6841,-75.2829
1526350280,Monarch Adult (FIRST sighted),7/9/2018,York,PA,39.9626,-76.7277
1526350283,Monarch Adult (FIRST sighted),7/9/2018,Ottawa,ON,45.2659,-75.9283
1526350531,Monarch Adult (FIRST sighted),7/9/2018,Hartland,ME,44.8965,-69.5129
1526350702,Monarch Adult (FIRST sighted),7/9/2018,Somersworth,NH,43.2412,-70.9072
1526351046,Monarch Adult (FIRST sighted),7/9/2018,Newfane,VT,42.9857,-72.6559
1526351142,Monarch Adult (FIRST sighted),7/9/2018,Santa Fe,NM,35.5642,-106.111
1526351336,Monarch Adult (FIRST sighted),7/9/2018,Rio Mora National Wildlife Refuge,NM,35.8352,-105.0656
1526350131,Monarch Adult (FIRST sighted),7/8/2018,Pipersville,PA,40.426,-75.1393
1526350137,Monarch Adult (FIRST sighted),7/8/2018,Longmont,CO,40.1974,-105.1301
1526350084,Monarch Adult (FIRST sighted),7/8/2018,Riverside,NJ,40.0361,-74.9804
1526350093,Monarch Adult (FIRST sighted),7/8/2018,Ottawa,ON,45.4402,-75.5736
1526350128,Monarch Adult (FIRST sighted),7/8/2018,Morin-Heights,QC,45.9038,-74.2457
1526350142,Monarch Adult (FIRST sighted),7/8/2018,Hampton Bays,NY,40.869,-72.5176
1526350153,Monarch Adult (FIRST sighted),7/8/2018,Shenandoah Junction,WV,39.3382,-77.8395
1526350157,Monarch Adult (FIRST sighted),7/8/2018,FRELIGHBURG,QC,45.0555,-72.8375
1526350160,Monarch Adult (FIRST sighted),7/8/2018,East Marion,NY,41.1177,-72.3382
1526350164,Monarch Adult (FIRST sighted),7/8/2018,Columbus,OH,40.0545,-83.0579
1526350206,Monarch Adult (FIRST sighted),7/8/2018,Antrim,NH,43.0668,-71.9946
1526350314,Monarch Adult (FIRST sighted),7/8/2018,Lake Junaluska,NC,35.5234,-82.9688
1526350301,Monarch Adult (FIRST sighted),7/8/2018,Webster City,IA,42.4091,-93.7962
1526350721,Monarch Adult (FIRST sighted),7/8/2018,Lancaster,OH,39.7071,-82.6048
1526351113,Monarch Adult (FIRST sighted),7/8/2018,Quincy,MA,42.2678,-71.0326
1526352193,Monarch Adult (FIRST sighted),7/8/2018,Blockhouse,NS,44.4266,-64.4743
1526350014,Monarch Adult (FIRST sighted),7/7/2018,Vaughan,ON,43.808,-79.4591
1526350022,Monarch Adult (FIRST sighted),7/7/2018,Beacon Falls,CT,41.437,-73.072
1526350032,Monarch Adult (FIRST sighted),7/7/2018,Leesport,PA,40.3777,-76.0036
1526350051,Monarch Adult (FIRST sighted),7/7/2018,Rockville,MD,39.0431,-77.0911
1526350060,Monarch Adult (FIRST sighted),7/7/2018,Rockford,MI,43.1267,-85.5515
1526350217,Monarch Adult (FIRST sighted),7/7/2018,Petaluma,CA,38.2324,-122.6367
1526350233,Monarch Adult (FIRST sighted),7/7/2018,Factoryville,PA,41.5631,-75.7827
1526350241,Monarch Adult (FIRST sighted),7/7/2018,Newtown,PA,40.2647,-74.9558
1526350415,Monarch Adult (FIRST sighted),7/7/2018,Fremont,NH,43.0088,-71.0912
1526350427,Monarch Adult (FIRST sighted),7/7/2018,Stillwater,MN,45.064,-92.844
1526350464,Monarch Adult (FIRST sighted),7/7/2018,Baywood-Los Osos,CA,35.3072,-120.8384
1526350535,Monarch Adult (FIRST sighted),7/7/2018,Grand Forks,ND,47.9253,-97.0329
1526350778,Monarch Adult (FIRST sighted),7/7/2018,Middleborough,MA,41.9362,-70.9178
1526351139,Monarch Adult (FIRST sighted),7/7/2018,London,ON,42.9849,-81.2453
1526351665,Monarch Adult (FIRST sighted),7/7/2018,Barrington,IL,42.1539,-88.1362
1526352101,Monarch Adult (FIRST sighted),7/7/2018,Saint Joseph,MO,39.756,-94.8183
1526349880,Monarch Adult (FIRST sighted),7/6/2018,West Chester,PA,39.9554,-75.6038
1526349882,Monarch Adult (FIRST sighted),7/6/2018,cincinnati,OH,39.3391,-84.2964
1526349906,Monarch Adult (FIRST sighted),7/6/2018,East Aurora,NY,42.8221,-78.5766
1526349910,Monarch Adult (FIRST sighted),7/6/2018,Clayton,MO,38.6425,-90.3315
1526349920,Monarch Adult (FIRST sighted),7/6/2018,Bloomfield Hills,MI,42.5799,-83.3248
1526349939,Monarch Adult (FIRST sighted),7/6/2018,Bowdoinham,ME,44.0163,-69.9008
1526349972,Monarch Adult (FIRST sighted),7/6/2018,Ruckersville,VA,38.2332,-78.3689
1526349973,Monarch Adult (FIRST sighted),7/6/2018,Valley City,ND,46.9191,-98.0058
1526350162,Monarch Adult (FIRST sighted),7/6/2018,Lincoln,NE,40.8348,-96.6277
1526350425,Monarch Adult (FIRST sighted),7/6/2018,Dunbarton,NH,43.0803,-71.6202
1526350689,Monarch Adult (FIRST sighted),7/6/2018,Erie,PA,42.1292,-80.0851
1526350839,Monarch Adult (FIRST sighted),7/6/2018,Wolcott,VT,44.5972,-72.4462
1526349817,Monarch Adult (FIRST sighted),7/5/2018,Middle Grove,NY,43.0943,-73.9951
1526349824,Monarch Adult (FIRST sighted),7/5/2018,South Ohio,NS,43.9809,-66.127
1526349836,Monarch Adult (FIRST sighted),7/5/2018,Eagleville,PA,40.1744,-75.3564
1526349878,Monarch Adult (FIRST sighted),7/5/2018,Toronto,ON,43.6425,-79.3845
1526349923,Monarch Adult (FIRST sighted),7/5/2018,Brampton,ON,43.6742,-79.7548
1526350381,Monarch Adult (FIRST sighted),7/5/2018,Portage,MI,42.1854,-85.6276
1526351799,Monarch Adult (FIRST sighted),7/5/2018,Fairborn,OH,39.8209,-84.0194
1526349707,Monarch Adult (FIRST sighted),7/4/2018,Pass Christian,MS,30.3158,-89.2475
1526349708,Monarch Adult (FIRST sighted),7/4/2018,Elizabethtown,PA,40.1529,-76.6027
1526349711,Monarch Adult (FIRST sighted),7/4/2018,Wynantskill,NY,42.6967,-73.6443
1526349745,Monarch Adult (FIRST sighted),7/4/2018,Mont-Tremblant,QC,46.0583,-74.6217
1526349803,Monarch Adult (FIRST sighted),7/4/2018,Vaughan,ON,43.7762,-79.6092
1526349827,Monarch Adult (FIRST sighted),7/4/2018,Ellington,CT,41.9416,-72.3767
1526349828,Monarch Adult (FIRST sighted),7/4/2018,Dublin,County Dublin,53.3498,-6.2603
1526349830,Monarch Adult (FIRST sighted),7/4/2018,Orillia,ON,44.6127,-79.3782
1526349860,Monarch Adult (FIRST sighted),7/4/2018,Fowlerville,MI,42.6151,-84.003
1526349922,Monarch Adult (FIRST sighted),7/4/2018,Rochester,NY,43.1442,-77.593
1526350196,Monarch Adult (FIRST sighted),7/4/2018,Wardensville,WV,39.0751,-78.5978
1526351216,Monarch Adult (FIRST sighted),7/4/2018,Hunlock Creek,PA,41.3006,-76.1128
1526351436,Monarch Adult (FIRST sighted),7/4/2018,Lexington,MA,42.4455,-71.231
1526349591,Monarch Adult (FIRST sighted),7/3/2018,Bayside,NY,40.7644,-73.7645
1526349601,Monarch Adult (FIRST sighted),7/3/2018,Pointe-Claire,QC,45.4361,-73.8292
1526349614,Monarch Adult (FIRST sighted),7/3/2018,Whittington,IL,38.0892,-88.9028
1526349620,Monarch Adult (FIRST sighted),7/3/2018,Kitchener,ON,43.4432,-80.4251
1526349627,Monarch Adult (FIRST sighted),7/3/2018,Camden,ME,44.2098,-69.0648
1526349628,Monarch Adult (FIRST sighted),7/3/2018,Conneaut,OH,41.9154,-80.6583
1526349634,Monarch Adult (FIRST sighted),7/3/2018,Pine Grove,PA,40.528,-76.4703
1526349638,Monarch Adult (FIRST sighted),7/3/2018,Meriden,CT,41.5169,-72.8385
1526349650,Monarch Adult (FIRST sighted),7/3/2018,Markham,ON,43.9,-79.2253
1526349659,Monarch Adult (FIRST sighted),7/3/2018,Hermon,ME,44.8127,-68.9039
1526349666,Monarch Adult (FIRST sighted),7/3/2018,Chelsea,VT,43.9881,-72.4351
1526349681,Monarch Adult (FIRST sighted),7/3/2018,Cobourg,ON,43.9593,-78.1677
1526349692,Monarch Adult (FIRST sighted),7/3/2018,Geneva,NY,42.8715,-76.9733
1526349727,Monarch Adult (FIRST sighted),7/3/2018,Waterloo,ON,43.4594,-80.542
1526351297,Monarch Adult (FIRST sighted),7/3/2018,Albuquerque,NM,35.1444,-106.5098
1526349324,Monarch Adult (FIRST sighted),7/2/2018,Ephrata,PA,40.1968,-76.1721
1526349416,Monarch Adult (FIRST sighted),7/2/2018,Rocky Point,NY,40.9606,-72.9575
1526349530,Monarch Adult (FIRST sighted),7/2/2018,Toronto,ON,43.7088,-79.3734
1526349532,Monarch Adult (FIRST sighted),7/2/2018,Melrose,NY,42.8322,-73.6027
1526349536,Monarch Adult (FIRST sighted),7/2/2018,Chipman,NB,46.1677,-65.8794
1526349551,Monarch Adult (FIRST sighted),7/2/2018,Mont Vernon,NH,42.8945,-71.6742
1526349553,Monarch Adult (FIRST sighted),7/2/2018,Annandale,VA,38.8465,-77.2351
1526349558,Monarch Adult (FIRST sighted),7/2/2018,Athens,VT,43.1749,-72.3381
1526349685,Monarch Adult (FIRST sighted),7/2/2018,Glen Ellyn,IL,41.8737,-88.0662
1526349877,Monarch Adult (FIRST sighted),7/2/2018,Richfield,OH,41.2726,-81.666
1526349945,Monarch Adult (FIRST sighted),7/2/2018,Lakeville,NY,42.8376,-77.705
1526350421,Monarch Adult (FIRST sighted),7/2/2018,Prattsville,NY,42.2404,-74.3654
1526350675,Monarch Adult (FIRST sighted),7/2/2018,Santa Fe,NM,35.6054,-105.9979
1526351636,Monarch Adult (FIRST sighted),7/2/2018,Andover,MA,42.6569,-71.1408
1526349227,Monarch Adult (FIRST sighted),7/1/2018,Wapwallopen,PA,41.0666,-76.0784
1526349228,Monarch Adult (FIRST sighted),7/1/2018,Middleton,MA,42.6125,-71.0121
1526349238,Monarch Adult (FIRST sighted),7/1/2018,North Brookfield,MA,42.2617,-72.0794
1526349242,Monarch Adult (FIRST sighted),7/1/2018,Monsey,NY,41.1593,-74.0699
1526349250,Monarch Adult (FIRST sighted),7/1/2018,Whitby,ON,43.9064,-78.918
1526349255,Monarch Adult (FIRST sighted),7/1/2018,Thorndike,ME,44.5994,-69.2003
1526349267,Monarch Adult (FIRST sighted),7/1/2018,Sudbury,ON,46.4488,-80.9812
1526349273,Monarch Adult (FIRST sighted),7/1/2018,Port Medway,NS,44.1847,-64.4855
1526349283,Monarch Adult (FIRST sighted),7/1/2018,Langdon,NH,43.1749,-72.338
1526349287,Monarch Adult (FIRST sighted),7/1/2018,Cato,NY,43.1632,-76.6515
1526349289,Monarch Adult (FIRST sighted),7/1/2018,Medicine Hat,AB,50.0151,-110.6292
1526349293,Monarch Adult (FIRST sighted),7/1/2018,Newmarket,ON,44.0592,-79.4613
1526349305,Monarch Adult (FIRST sighted),7/1/2018,Warrensburg,NY,43.5422,-73.9235
1526349312,Monarch Adult (FIRST sighted),7/1/2018,Hanover,MA,42.1162,-70.8477
1526349317,Monarch Adult (FIRST sighted),7/1/2018,Bar Harbor,ME,44.3802,-68.3633
1526349332,Monarch Adult (FIRST sighted),7/1/2018,York,PA,39.9158,-76.707
1526349697,Monarch Adult (FIRST sighted),7/1/2018,Kalamazoo,MI,42.2129,-85.6503
1526349722,Monarch Adult (FIRST sighted),7/1/2018,Norwich,NY,42.4993,-75.4701
1526349801,Monarch Adult (FIRST sighted),7/1/2018,MontrÃ©al,QC,46.8143,-75.6124
1526349948,Monarch Adult (FIRST sighted),7/1/2018,Mahtomedi,MN,45.0697,-92.9516
1526350606,Monarch Adult (FIRST sighted),7/1/2018,Tupper Lake,NY,44.2355,-74.3178
1526349147,Monarch Adult (FIRST sighted),6/30/2018,Nottingham,PA,39.7577,-76.1141
1526349154,Monarch Adult (FIRST sighted),6/30/2018,Sea Cliff,NY,40.8484,-73.6372
1526349163,Monarch Adult (FIRST sighted),6/30/2018,Sterling,NY,43.378,-76.659
1526349168,Monarch Adult (FIRST sighted),6/30/2018,Buffalo,NY,43.0358,-78.8049
1526349173,Monarch Adult (FIRST sighted),6/30/2018,Corvallis,OR,44.6322,-123.2838
1526349174,Monarch Adult (FIRST sighted),6/30/2018,Granby,CT,41.9541,-72.7888
1526349177,Monarch Adult (FIRST sighted),6/30/2018,Whitmore Lake,MI,42.3967,-83.7558
1526349193,Monarch Adult (FIRST sighted),6/30/2018,Mechanicsburg,PA,40.1619,-76.9948
1526349231,Monarch Adult (FIRST sighted),6/30/2018,Meridian,PA,40.8547,-79.9411
1526349570,Monarch Adult (FIRST sighted),6/30/2018,Bloomingdale,NY,44.4078,-74.0871
1526349704,Monarch Adult (FIRST sighted),6/30/2018,Blackstock,ON,44.0557,-78.7948
1526349772,Monarch Adult (FIRST sighted),6/30/2018,Eagle Bay,NY,43.8451,-74.8857
1526349851,Monarch Adult (FIRST sighted),6/30/2018,Newton,MA,42.3543,-71.2315
1526350678,Monarch Adult (FIRST sighted),6/30/2018,Avon Lake,OH,41.5053,-82.0282
1526352074,Monarch Adult (FIRST sighted),6/30/2018,Woodstock,ON,43.1315,-80.7472
1526349026,Monarch Adult (FIRST sighted),6/29/2018,Roxbury,CT,41.5565,-73.3087
1526349036,Monarch Adult (FIRST sighted),6/29/2018,Buffalo Grove,IL,42.1796,-87.937
1526349094,Monarch Adult (FIRST sighted),6/29/2018,Bemidji,MN,47.5292,-94.7819
1526349103,Monarch Adult (FIRST sighted),6/29/2018,Uniontown,PA,39.9001,-79.7164
1526349104,Monarch Adult (FIRST sighted),6/29/2018,Cambridge,NS,45.0885,-64.6213
1526349111,Monarch Adult (FIRST sighted),6/29/2018,Landisburg,PA,40.3426,-77.3072
1526349121,Monarch Adult (FIRST sighted),6/29/2018,Lancaster,PA,40.0586,-76.3816
1526349141,Monarch Adult (FIRST sighted),6/29/2018,Holland,MA,42.064,-72.1573
1526349612,Monarch Adult (FIRST sighted),6/29/2018,North Hampton,NH,42.954,-70.7831
1526349804,Monarch Adult (FIRST sighted),6/29/2018,Yukon,PA,40.2127,-79.683
1526350919,Monarch Adult (FIRST sighted),6/29/2018,Salem,MA,42.4943,-70.8916
1526348954,Monarch Adult (FIRST sighted),6/28/2018,Midwest City,OK,35.4495,-97.3967
1526349027,Monarch Adult (FIRST sighted),6/28/2018,Coshocton,OH,40.2969,-81.8566
1526348986,Monarch Adult (FIRST sighted),6/28/2018,Maumee,OH,41.5624,-83.6492
1526348989,Monarch Adult (FIRST sighted),6/28/2018,Fredericksburg,VA,38.2524,-77.4191
1526349001,Monarch Adult (FIRST sighted),6/28/2018,Augusta,MI,42.3364,-85.3522
1526349003,Monarch Adult (FIRST sighted),6/28/2018,Toronto,ON,43.6757,-79.334
1526349007,Monarch Adult (FIRST sighted),6/28/2018,Overland Park,KS,38.8687,-94.6224
1526349051,Monarch Adult (FIRST sighted),6/28/2018,Merrillan,WI,44.408,-90.8557
1526349064,Monarch Adult (FIRST sighted),6/28/2018,Plymouth,WI,43.7853,-87.9947
1526349146,Monarch Adult (FIRST sighted),6/28/2018,Indianapolis,IN,39.8758,-86.2725
