ID,Event,Date,Town,State/Prov,Lat,Long
1526346946,Monarch Adult (FIRST sighted),5/26/2018,Superior,WI,46.6564,-92.1687
1526347003,Monarch Adult (FIRST sighted),5/26/2018,Shakopee,MN,44.7974,-93.5273
1526347405,Monarch Adult (FIRST sighted),5/26/2018,Milwaukee,WI,43.0389,-87.9065
1526347463,Monarch Adult (FIRST sighted),5/26/2018,Skokie,IL,42.0324,-87.7416
1526347493,Monarch Adult (FIRST sighted),5/26/2018,Rewey,WI,42.8428,-90.3954
1526347646,Monarch Adult (FIRST sighted),5/26/2018,McKinleyville,CA,40.9025,-124.0152
1526347941,Monarch Adult (FIRST sighted),5/26/2018,Minneapolis,MN,44.9274,-93.2436
1526345914,Monarch Adult (FIRST sighted),5/25/2018,Brantford,ON,43.1394,-80.2644
1526345919,Monarch Adult (FIRST sighted),5/25/2018,Milwaukee,WI,43.0774,-87.9013
1526346235,Monarch Adult (FIRST sighted),5/25/2018,Toronto,ON,43.6532,-79.3832
1526345950,Monarch Adult (FIRST sighted),5/25/2018,Kewaskum,WI,43.491,-88.2068
1526345953,Monarch Adult (FIRST sighted),5/25/2018,Grand Blanc,MI,42.9206,-83.5717
1526345967,Monarch Adult (FIRST sighted),5/25/2018,Milford Charter Township,MI,42.6028,-83.5855
1526345989,Monarch Adult (FIRST sighted),5/25/2018,Mississauga,ON,43.5149,-79.6491
1526345995,Monarch Adult (FIRST sighted),5/25/2018,Lion's Head,ON,45.0982,-81.3202
1526345996,Monarch Adult (FIRST sighted),5/25/2018,Denmark,WI,44.4132,-87.8867
1526346001,Monarch Adult (FIRST sighted),5/25/2018,Galloway,NJ,39.4575,-74.5084
1526346006,Monarch Adult (FIRST sighted),5/25/2018,Marquette,MI,46.5215,-87.3876
1526346018,Monarch Adult (FIRST sighted),5/25/2018,Longbow Lake,ON,49.6691,-94.32
1526346021,Monarch Adult (FIRST sighted),5/25/2018,Winnipeg,MB,49.8951,-97.1384
1526346030,Monarch Adult (FIRST sighted),5/25/2018,North Little Rock,AR,34.8242,-92.2371
1526346035,Monarch Adult (FIRST sighted),5/25/2018,Waukesha,WI,43.0684,-88.1948
1526346276,Monarch Adult (FIRST sighted),5/25/2018,Antigo,WI,45.1402,-89.1523
1526346044,Monarch Adult (FIRST sighted),5/25/2018,Connellsville,PA,40.0387,-79.5848
1526346045,Monarch Adult (FIRST sighted),5/25/2018,Mercer,WI,46.1669,-90.0633
1526346275,Monarch Adult (FIRST sighted),5/25/2018,Sarnia,ON,42.9994,-82.3089
1526346056,Monarch Adult (FIRST sighted),5/25/2018,Grant,MN,45.089,-92.9167
1526346059,Monarch Adult (FIRST sighted),5/25/2018,Midland,MI,43.6022,-84.2901
1526346236,Monarch Adult (FIRST sighted),5/25/2018,Willow River,MN,46.3183,-92.8413
1526346062,Monarch Adult (FIRST sighted),5/25/2018,Hartford,WI,43.3178,-88.379
1526346063,Monarch Adult (FIRST sighted),5/25/2018,Minneapolis,MN,44.9403,-93.2223
1526346071,Monarch Adult (FIRST sighted),5/25/2018,Big Rapids,MI,43.6981,-85.4837
1526346074,Monarch Adult (FIRST sighted),5/25/2018,Manistique,MI,45.9578,-86.2463
1526346075,Monarch Adult (FIRST sighted),5/25/2018,Andover,MN,45.2311,-93.3614
1526346079,Monarch Adult (FIRST sighted),5/25/2018,Gretna,NE,41.1365,-96.2471
1526346080,Monarch Adult (FIRST sighted),5/25/2018,Kalamazoo,MI,42.2917,-85.5872
1526346085,Monarch Adult (FIRST sighted),5/25/2018,Duluth,MN,46.7867,-92.1005
1526346086,Monarch Adult (FIRST sighted),5/25/2018,Tulsa,OK,35.9975,-95.9079
1526346087,Monarch Adult (FIRST sighted),5/25/2018,Manitowoc,WI,44.0886,-87.6576
1526346092,Monarch Adult (FIRST sighted),5/25/2018,Red Wing,MN,44.5661,-92.537
1526346096,Monarch Adult (FIRST sighted),5/25/2018,Duluth,MN,46.7867,-92.1005
1526346100,Monarch Adult (FIRST sighted),5/25/2018,Bluemont,VA,39.1118,-77.8317
1526346104,Monarch Adult (FIRST sighted),5/25/2018,Nevada,MO,37.859,-94.351
1526346105,Monarch Adult (FIRST sighted),5/25/2018,Franklin Park,IL,41.9316,-87.8721
1526346109,Monarch Adult (FIRST sighted),5/25/2018,Eden,WI,43.7123,-88.3467
1526346111,Monarch Adult (FIRST sighted),5/25/2018,Pinehurst,NC,35.1954,-79.4695
1526346113,Monarch Adult (FIRST sighted),5/25/2018,Minnesota Lake,MN,43.853,-93.8337
1526346117,Monarch Adult (FIRST sighted),5/25/2018,Barnesville,MN,46.6817,-96.3789
1526346118,Monarch Adult (FIRST sighted),5/25/2018,Jerome,ID,42.6715,-114.4605
1526346122,Monarch Adult (FIRST sighted),5/25/2018,Jamestown,NY,42.097,-79.2353
1526346126,Monarch Adult (FIRST sighted),5/25/2018,Fremont,OH,41.4068,-83.0586
1526346128,Monarch Adult (FIRST sighted),5/25/2018,Idaho Falls,ID,43.4927,-112.0408
1526346234,Monarch Adult (FIRST sighted),5/25/2018,Toronto,ON,43.6532,-79.3832
1526346163,Monarch Adult (FIRST sighted),5/25/2018,Hinsdale,IL,41.8009,-87.937
1526346167,Monarch Adult (FIRST sighted),5/25/2018,Lake Park,MN,46.7415,-96.1109
1526346183,Monarch Adult (FIRST sighted),5/25/2018,Marquette,MI,46.5213,-87.3872
1526346194,Monarch Adult (FIRST sighted),5/25/2018,Imperial Beach,CA,32.5831,-117.1151
1526346211,Monarch Adult (FIRST sighted),5/25/2018,Fish Creek,WI,45.0915,-87.1652
1526346225,Monarch Adult (FIRST sighted),5/25/2018,Kemble,ON,44.7245,-80.9318
1526346248,Monarch Adult (FIRST sighted),5/25/2018,Arden Hills,MN,45.0392,-93.1841
1526346280,Monarch Adult (FIRST sighted),5/25/2018,Kenosha,WI,42.5847,-87.8212
1526346381,Monarch Adult (FIRST sighted),5/25/2018,Palgrave,ON,44.0126,-79.9324
1526346534,Monarch Adult (FIRST sighted),5/25/2018,Sheboygan,WI,43.7634,-87.6966
1526346635,Monarch Adult (FIRST sighted),5/25/2018,Newark,DE,39.7478,-75.7586
1526346995,Monarch Adult (FIRST sighted),5/25/2018,Aitkin,MN,46.4498,-93.6677
1526347174,Monarch Adult (FIRST sighted),5/25/2018,Wallace,MI,45.1881,-87.7363
1526347180,Monarch Adult (FIRST sighted),5/25/2018,Durango,IA,42.5603,-90.7757
1526347561,Monarch Adult (FIRST sighted),5/25/2018,Agassiz,BC,49.235,-121.7594
1526345678,Monarch Adult (FIRST sighted),5/24/2018,Markham,ON,43.8965,-79.2878
1526345723,Monarch Adult (FIRST sighted),5/24/2018,Evanston,IL,42.0667,-87.7223
1526345732,Monarch Adult (FIRST sighted),5/24/2018,Mississauga,ON,43.5653,-79.674
1526345737,Monarch Adult (FIRST sighted),5/24/2018,Independence,MO,39.0911,-94.4155
1526345738,Monarch Adult (FIRST sighted),5/24/2018,Tulsa,OK,36.1526,-95.8963
1526345739,Monarch Adult (FIRST sighted),5/24/2018,Lakeland,MN,44.9208,-92.7669
1526345741,Monarch Adult (FIRST sighted),5/24/2018,Henderson,MN,44.6463,-93.9189
1526345742,Monarch Adult (FIRST sighted),5/24/2018,Rudolph,WI,44.4961,-89.8076
1526345745,Monarch Adult (FIRST sighted),5/24/2018,Plainfield,IL,41.5641,-88.2077
1526345748,Monarch Adult (FIRST sighted),5/24/2018,Ann Arbor,MI,42.2807,-83.7555
1526345749,Monarch Adult (FIRST sighted),5/24/2018,Fishkill,NY,41.5374,-73.9468
1526345753,Monarch Adult (FIRST sighted),5/24/2018,Atlanta,GA,33.874,-84.2334
1526345756,Monarch Adult (FIRST sighted),5/24/2018,Battle Creek,MI,42.3027,-85.2093
1526345761,Monarch Adult (FIRST sighted),5/24/2018,Asbury,IA,42.5175,-90.7694
1526345771,Monarch Adult (FIRST sighted),5/24/2018,Milwaukee,WI,43.044,-87.8992
1526345784,Monarch Adult (FIRST sighted),5/24/2018,Merrill,WI,45.1757,-89.5229
1526345791,Monarch Adult (FIRST sighted),5/24/2018,Hanover,PA,39.7661,-77.0036
1526345794,Monarch Adult (FIRST sighted),5/24/2018,Fort Dodge,IA,42.4975,-94.168
1526345798,Monarch Adult (FIRST sighted),5/24/2018,Boulder Junction,WI,46.128,-89.6247
1526345801,Monarch Adult (FIRST sighted),5/24/2018,Arlington Heights,IL,42.101,-87.9954
1526345802,Monarch Adult (FIRST sighted),5/24/2018,Apple Valley,MN,44.7687,-93.1654
1526345804,Monarch Adult (FIRST sighted),5/24/2018,Appleton,WI,44.2952,-88.4135
1526345805,Monarch Adult (FIRST sighted),5/24/2018,Valparaiso,IN,41.4654,-87.1223
1526345808,Monarch Adult (FIRST sighted),5/24/2018,Hartley,IA,43.062,-95.4495
1526345812,Monarch Adult (FIRST sighted),5/24/2018,Elk River,MN,45.3161,-93.632
1526345817,Monarch Adult (FIRST sighted),5/24/2018,Loughbreeze,ON,43.9764,-77.9488
1526345818,Monarch Adult (FIRST sighted),5/24/2018,Mount Pleasant,MI,43.5759,-84.7072
1526345820,Monarch Adult (FIRST sighted),5/24/2018,Minnetonka,MN,44.9212,-93.4687
1526345822,Monarch Adult (FIRST sighted),5/24/2018,Marion,IA,42.0882,-91.5223
1526345826,Monarch Adult (FIRST sighted),5/24/2018,Plympton-Wyoming,ON,42.9567,-82.1218
1526345830,Monarch Adult (FIRST sighted),5/24/2018,Cambridge,ON,43.3575,-80.358
1526345835,Monarch Adult (FIRST sighted),5/24/2018,Guelph,ON,43.5178,-80.2414
1526345838,Monarch Adult (FIRST sighted),5/24/2018,London,ON,42.9849,-81.2453
1526345839,Monarch Adult (FIRST sighted),5/24/2018,Toronto,ON,43.6532,-79.3832
1526345841,Monarch Adult (FIRST sighted),5/24/2018,Washburn,WI,46.6733,-90.8949
1526345848,Monarch Adult (FIRST sighted),5/24/2018,Mankato,MN,44.1461,-93.9715
1526345854,Monarch Adult (FIRST sighted),5/24/2018,Leamington,ON,42.0637,-82.5521
1526345858,Monarch Adult (FIRST sighted),5/24/2018,Iowa City,IA,41.6312,-91.5042
1526345860,Monarch Adult (FIRST sighted),5/24/2018,Indian Creek,ID,44.759,-115.1151
1526345901,Monarch Adult (FIRST sighted),5/24/2018,Independence ,KY,38.9536,-84.5469
1526345865,Monarch Adult (FIRST sighted),5/24/2018,La Grange,IL,41.8056,-87.8794
1526345869,Monarch Adult (FIRST sighted),5/24/2018,Rochester,MN,43.9855,-92.4728
1526345875,Monarch Adult (FIRST sighted),5/24/2018,wheatley ,ON,42.0939,-82.4619
1526345892,Monarch Adult (FIRST sighted),5/24/2018,Bay Village,OH,41.4909,-81.9469
1526345895,Monarch Adult (FIRST sighted),5/24/2018,Stratford,WI,44.8011,-90.0793
1526345899,Monarch Adult (FIRST sighted),5/24/2018,Minneapolis,MN,45.0332,-93.2238
1526345904,Monarch Adult (FIRST sighted),5/24/2018,Gray,TN,36.4138,-82.4903
1526345905,Monarch Adult (FIRST sighted),5/24/2018,Menomonee Falls,WI,43.1789,-88.1173
1526345908,Monarch Adult (FIRST sighted),5/24/2018,Volga,SD,44.2199,-96.841
1526345911,Monarch Adult (FIRST sighted),5/24/2018,New London,MN,45.2927,-94.9451
1526345924,Monarch Adult (FIRST sighted),5/24/2018,Downers Grove,IL,41.8089,-88.0112
1526345929,Monarch Adult (FIRST sighted),5/24/2018,Moose Lake,MN,46.4467,-92.7968
1526345939,Monarch Adult (FIRST sighted),5/24/2018,Keuka Park,NY,42.6142,-77.1036
1526345941,Monarch Adult (FIRST sighted),5/24/2018,Marine on Saint Croix,MN,45.1578,-92.7624
1526345948,Monarch Adult (FIRST sighted),5/24/2018,Watson,MN,45.0577,-95.8845
1526345956,Monarch Adult (FIRST sighted),5/24/2018,Osceola,WI,45.3197,-92.6963
1526345982,Monarch Adult (FIRST sighted),5/24/2018,Kenosha,WI,42.6299,-87.826
1526345997,Monarch Adult (FIRST sighted),5/24/2018,Sauk Centre,MN,45.7375,-94.9525
1526345998,Monarch Adult (FIRST sighted),5/24/2018,Mequon,WI,43.2159,-88.0314
1526346008,Monarch Adult (FIRST sighted),5/24/2018,Le Center,MN,44.3894,-93.7302
1526346026,Monarch Adult (FIRST sighted),5/24/2018,Parkhill,ON,43.1623,-81.6842
1526346043,Monarch Adult (FIRST sighted),5/24/2018,Woodville,WI,44.953,-92.2913
1526346051,Monarch Adult (FIRST sighted),5/24/2018,Saint Joseph,MI,42.0537,-86.4693
1526346067,Monarch Adult (FIRST sighted),5/24/2018,Saint Clairsville,OH,40.0898,-80.9068
1526346095,Monarch Adult (FIRST sighted),5/24/2018,Waukesha,WI,43.0272,-88.1689
1526346114,Monarch Adult (FIRST sighted),5/24/2018,Tecumseh,MI,42.0039,-83.9449
1526346116,Monarch Adult (FIRST sighted),5/24/2018,South Milwaukee,WI,42.9106,-87.8606
1526346121,Monarch Adult (FIRST sighted),5/24/2018,Dayton,OH,39.7086,-84.1958
1526346130,Monarch Adult (FIRST sighted),5/24/2018,Columbia Heights,MN,45.0482,-93.2474
1526346145,Monarch Adult (FIRST sighted),5/24/2018,Sylvania,OH,41.7189,-83.713
1526346151,Monarch Adult (FIRST sighted),5/24/2018,Sarnia,ON,43.0256,-82.2956
1526346159,Monarch Adult (FIRST sighted),5/24/2018,Marshalltown,IA,42.1379,-92.863
1526346161,Monarch Adult (FIRST sighted),5/24/2018,Waupaca,WI,44.3719,-89.0525
1526346187,Monarch Adult (FIRST sighted),5/24/2018,Annapolis,MD,38.9623,-76.5814
1526346200,Monarch Adult (FIRST sighted),5/24/2018,West Bend,WI,43.4305,-88.1685
1526346271,Monarch Adult (FIRST sighted),5/24/2018,Montello,WI,43.768,-89.482
1526346355,Monarch Adult (FIRST sighted),5/24/2018,Eau Claire,PA,41.1352,-79.7982
1526346372,Monarch Adult (FIRST sighted),5/24/2018,La Valle,WI,43.5791,-90.0952
1526346471,Monarch Adult (FIRST sighted),5/24/2018,Milwaukee,WI,43.008,-87.9018
1526346658,Monarch Adult (FIRST sighted),5/24/2018,Palatine,IL,42.1103,-88.0342
1526346626,Monarch Adult (FIRST sighted),5/24/2018,Downers Grove,IL,41.8089,-88.0112
1526346781,Monarch Adult (FIRST sighted),5/24/2018,Brighton,MI,42.5003,-83.7987
1526346975,Monarch Adult (FIRST sighted),5/24/2018,Midland,MI,43.6001,-84.2911
1526348283,Monarch Adult (FIRST sighted),5/24/2018,Saint Paul,MN,44.9537,-93.09
1526345611,Monarch Adult (FIRST sighted),5/23/2018,Milwaukee,WI,43.0687,-87.8904
1526345618,Monarch Adult (FIRST sighted),5/23/2018,Duluth,MN,46.8075,-92.0847
1526345624,Monarch Adult (FIRST sighted),5/23/2018,Grand Rapids,MI,42.9634,-85.6681
1526345625,Monarch Adult (FIRST sighted),5/23/2018,Mentor,OH,41.6662,-81.3396
1526345627,Monarch Adult (FIRST sighted),5/23/2018,Hammond,IN,41.601,-87.452
1526345630,Monarch Adult (FIRST sighted),5/23/2018,Elk Grove Village,IL,42.0039,-87.9703
1526345633,Monarch Adult (FIRST sighted),5/23/2018,Des Moines,IA,41.5984,-93.6276
1526345634,Monarch Adult (FIRST sighted),5/23/2018,Grand Haven,MI,43.056,-86.1952
1526345635,Monarch Adult (FIRST sighted),5/23/2018,Omaha,NE,41.2565,-95.9345
1526345637,Monarch Adult (FIRST sighted),5/23/2018,Two Rivers,WI,44.1769,-87.5819
1526345639,Monarch Adult (FIRST sighted),5/23/2018,Lansing,MI,42.6931,-84.5568
1526345643,Monarch Adult (FIRST sighted),5/23/2018,Saint Paul,MN,44.944,-93.1606
1526345644,Monarch Adult (FIRST sighted),5/23/2018,Clarkfield,MN,44.7891,-95.7667
1526345650,Monarch Adult (FIRST sighted),5/23/2018,Greenfield,WI,42.9614,-88.0126
1526345651,Monarch Adult (FIRST sighted),5/23/2018,Tijeras,NM,35.1018,-106.2818
1526345652,Monarch Adult (FIRST sighted),5/23/2018,maribel,WI,44.193,-87.612
1526345653,Monarch Adult (FIRST sighted),5/23/2018,wheatley,ON,42.16,-82.48
1526345655,Monarch Adult (FIRST sighted),5/23/2018,Lewiston,ID,46.4109,-117.0165
1526345656,Monarch Adult (FIRST sighted),5/23/2018,Minnetonka,MN,44.9082,-93.479
1526345657,Monarch Adult (FIRST sighted),5/23/2018,Northville,MI,42.4333,-83.4833
1526345661,Monarch Adult (FIRST sighted),5/23/2018,Minneapolis,MN,44.9437,-93.2433
1526345667,Monarch Adult (FIRST sighted),5/23/2018,Valparaiso,IN,41.4869,-87.04
1526345672,Monarch Adult (FIRST sighted),5/23/2018,Au Gres,MI,44.0291,-83.6811
1526345674,Monarch Adult (FIRST sighted),5/23/2018,Summerville,SC,33.0185,-80.1756
1526345675,Monarch Adult (FIRST sighted),5/23/2018,Kingsville,ON,42.1308,-82.7447
1526345681,Monarch Adult (FIRST sighted),5/23/2018,Meridian charter Township,MI,42.7485,-84.3823
1526345684,Monarch Adult (FIRST sighted),5/23/2018,Northbrook,IL,42.1459,-87.8239
1526345691,Monarch Adult (FIRST sighted),5/23/2018,Essex,ON,42.0983,-82.8485
1526345714,Monarch Adult (FIRST sighted),5/23/2018,Allenton,WI,43.4219,-88.3678
1526345718,Monarch Adult (FIRST sighted),5/23/2018,Corning,NY,42.1372,-76.9858
1526345719,Monarch Adult (FIRST sighted),5/23/2018,Sun Prairie,WI,43.1836,-89.2137
1526345720,Monarch Adult (FIRST sighted),5/23/2018,Lenexa,KS,38.9536,-94.7336
1526345729,Monarch Adult (FIRST sighted),5/23/2018,Frederic,WI,45.6591,-92.4671
1526345763,Monarch Adult (FIRST sighted),5/23/2018,Pennsylvania Furnace,PA,40.7109,-77.9885
1526345772,Monarch Adult (FIRST sighted),5/23/2018,Rush City,MN,45.6503,-92.9699
1526345789,Monarch Adult (FIRST sighted),5/23/2018,Saint Louis Park,MN,44.9597,-93.3702
1526345823,Monarch Adult (FIRST sighted),5/23/2018,Brighton,ON,44.0025,-77.6865
1526345837,Monarch Adult (FIRST sighted),5/23/2018,Flourtown,PA,40.0882,-75.2221
1526345840,Monarch Adult (FIRST sighted),5/23/2018,Cedar Rapids,IA,42.0352,-91.6323
1526345888,Monarch Adult (FIRST sighted),5/23/2018,Madison,WI,43.0782,-89.4651
1526345898,Monarch Adult (FIRST sighted),5/23/2018,Brookings,SD,44.1678,-96.8282
1526345903,Monarch Adult (FIRST sighted),5/23/2018,Morocco,IN,41.0472,-87.4511
1526345912,Monarch Adult (FIRST sighted),5/23/2018,South Bend,IN,41.6785,-86.2498
1526345916,Monarch Adult (FIRST sighted),5/23/2018,Chicago,IL,41.9083,-87.7378
1526345992,Monarch Adult (FIRST sighted),5/23/2018,Long Grove,IL,42.1784,-87.9979
1526345994,Monarch Adult (FIRST sighted),5/23/2018,Warren,MI,42.5281,-83.027
1526345999,Monarch Adult (FIRST sighted),5/23/2018,Oakland,MD,39.5007,-79.3689
1526346004,Monarch Adult (FIRST sighted),5/23/2018,Toronto,ON,43.7029,-79.396
1526346854,Monarch Adult (FIRST sighted),5/23/2018,Velarde,NM,36.1673,-105.9676
1526346070,Monarch Adult (FIRST sighted),5/23/2018,Village of Lakewood,IL,42.2299,-88.3482
1526346088,Monarch Adult (FIRST sighted),5/23/2018,Swisher,IA,41.8401,-91.6965
1526346329,Monarch Adult (FIRST sighted),5/23/2018,Swedesboro,NJ,39.7476,-75.3105
1526345531,Monarch Adult (FIRST sighted),5/22/2018,Shawano,WI,44.7822,-88.609
1526345541,Monarch Adult (FIRST sighted),5/22/2018,Osseo,MN,45.1194,-93.4025
1526345542,Monarch Adult (FIRST sighted),5/22/2018,Rising City,NE,41.198,-97.2964
1526345558,Monarch Adult (FIRST sighted),5/22/2018,Mount Pleasant,IA,40.9519,-91.5285
1526345559,Monarch Adult (FIRST sighted),5/22/2018,Terrell,TX,32.7568,-96.2813
1526345607,Monarch Adult (FIRST sighted),5/22/2018,Battle Lake,MN,46.3199,-95.6759
1526345571,Monarch Adult (FIRST sighted),5/22/2018,Louisville,KY,38.2233,-85.706
1526345577,Monarch Adult (FIRST sighted),5/22/2018,Windsor,ON,42.2951,-83.0192
1526345604,Monarch Adult (FIRST sighted),5/22/2018,Tecumseh,ON,42.2164,-82.8752
1526345600,Monarch Adult (FIRST sighted),5/22/2018,Dennison,MN,44.4069,-93.0394
1526345617,Monarch Adult (FIRST sighted),5/22/2018,Lafayette,IN,40.4172,-86.8786
1526345710,Monarch Adult (FIRST sighted),5/22/2018,Holyoke,MN,46.4674,-92.3885
1526345782,Monarch Adult (FIRST sighted),5/22/2018,Edina,MN,44.8812,-93.3325
1526345930,Monarch Adult (FIRST sighted),5/22/2018,Stillman Valley,IL,42.1072,-89.1793
1526345952,Monarch Adult (FIRST sighted),5/22/2018,Camden,NY,43.3165,-75.7885
1526345975,Monarch Adult (FIRST sighted),5/22/2018,Moorhead,MN,46.8745,-96.7651
1526346277,Monarch Adult (FIRST sighted),5/22/2018,Saint Anthony,MN,45.0481,-93.2235
1526346990,Monarch Adult (FIRST sighted),5/22/2018,South Lyon,MI,42.4731,-83.6631
1526345440,Monarch Adult (FIRST sighted),5/21/2018,Raleigh,NC,35.8843,-78.6321
1526345446,Monarch Adult (FIRST sighted),5/21/2018,Harrisville,MI,44.6426,-83.3
1526345449,Monarch Adult (FIRST sighted),5/21/2018,Leawood,KS,38.9684,-94.6132
1526345452,Monarch Adult (FIRST sighted),5/21/2018,Sidney,OH,40.2842,-84.1555
1526345464,Monarch Adult (FIRST sighted),5/21/2018,Toronto,ON,43.6334,-79.3258
1526345465,Monarch Adult (FIRST sighted),5/21/2018,Saint Paul,MN,44.9775,-93.1518
1526345470,Monarch Adult (FIRST sighted),5/21/2018,Somerville,MA,42.3876,-71.0995
1526345515,Monarch Adult (FIRST sighted),5/21/2018,Bloomington,MN,44.8408,-93.2983
1526345481,Monarch Adult (FIRST sighted),5/21/2018,Prince Edward,ON,43.9306,-76.9452
1526345483,Monarch Adult (FIRST sighted),5/21/2018,Waterloo,ON,43.4414,-80.5834
1526345499,Monarch Adult (FIRST sighted),5/21/2018,Lyman,SC,34.9493,-82.1311
1526345516,Monarch Adult (FIRST sighted),5/21/2018,Minneapolis,MN,44.9778,-93.265
1526345606,Monarch Adult (FIRST sighted),5/21/2018,Silver Spring,MD,38.9907,-77.0261
1526345608,Monarch Adult (FIRST sighted),5/21/2018,Toronto,ON,43.702,-79.5263
1526345590,Monarch Adult (FIRST sighted),5/21/2018,King city,ON,44.1022,-79.5413
1526345598,Monarch Adult (FIRST sighted),5/21/2018,Dunkirk,OH,40.7808,-83.6426
1526345893,Monarch Adult (FIRST sighted),5/21/2018,Melbourne,ON,42.8167,-81.5519
1526346265,Monarch Adult (FIRST sighted),5/21/2018,Cape May,NJ,38.9336,-74.9586
1526346790,Monarch Adult (FIRST sighted),5/21/2018,Winnetka,IL,42.1081,-87.7359
1526347185,Monarch Adult (FIRST sighted),5/21/2018,Media,PA,39.9168,-75.3877
1526345280,Monarch Adult (FIRST sighted),5/20/2018,Cushing,WI,45.5888,-92.6558
1526345298,Monarch Adult (FIRST sighted),5/20/2018,Coventry,RI,41.6939,-71.5958
1526345315,Monarch Adult (FIRST sighted),5/20/2018,Marlborough,MA,42.3352,-71.4927
1526345345,Monarch Adult (FIRST sighted),5/20/2018,Asheville,NC,35.5705,-82.5739
1526345350,Monarch Adult (FIRST sighted),5/20/2018,Dawson,MN,44.8817,-96.1308
1526345352,Monarch Adult (FIRST sighted),5/20/2018,Saint Paul,MN,44.9517,-93.1875
1526345353,Monarch Adult (FIRST sighted),5/20/2018,Duluth,MN,46.8042,-92.0888
1526345355,Monarch Adult (FIRST sighted),5/20/2018,Bloomington,MN,44.8408,-93.2983
1526345383,Monarch Adult (FIRST sighted),5/20/2018,Minneapolis,MN,45.0189,-93.2316
1526345386,Monarch Adult (FIRST sighted),5/20/2018,Minneapolis,MN,44.8527,-93.3228
1526345418,Monarch Adult (FIRST sighted),5/20/2018,Butler,PA,40.8612,-79.8953
1526345392,Monarch Adult (FIRST sighted),5/20/2018,Chesterfield,MO,38.653,-90.6343
1526345409,Monarch Adult (FIRST sighted),5/20/2018,Monticello,IL,39.9957,-88.6503
1526345410,Monarch Adult (FIRST sighted),5/20/2018,Minneapolis,MN,44.9119,-93.2541
1526345419,Monarch Adult (FIRST sighted),5/20/2018,Lake Elmo,MN,44.9958,-92.8794
1526345436,Monarch Adult (FIRST sighted),5/20/2018,Mendota Heights,MN,44.8836,-93.1383
1526345460,Monarch Adult (FIRST sighted),5/20/2018,Wild Rose,WI,44.114,-89.1707
1526345466,Monarch Adult (FIRST sighted),5/20/2018,Shiloh,OH,40.9389,-82.5347
1526345468,Monarch Adult (FIRST sighted),5/20/2018,Somerville,MA,42.3809,-71.1003
1526345626,Monarch Adult (FIRST sighted),5/20/2018,Groton,CT,41.3279,-71.9906
1526345697,Monarch Adult (FIRST sighted),5/20/2018,Big Rock,IL,41.7639,-88.547
1526345746,Monarch Adult (FIRST sighted),5/20/2018,Minneapolis,MN,44.9149,-93.3193
1526345940,Monarch Adult (FIRST sighted),5/20/2018,Webster,MN,44.5684,-93.4261
1526346003,Monarch Adult (FIRST sighted),5/20/2018,Orillia,ON,44.5995,-79.3063
1526347456,Monarch Adult (FIRST sighted),5/20/2018,Wichita,KS,37.6872,-97.3301
1526345212,Monarch Adult (FIRST sighted),5/19/2018,Spartanburg,SC,34.9651,-81.8742
1526345214,Monarch Adult (FIRST sighted),5/19/2018,Plainfield,IL,41.566,-88.2679
1526345201,Monarch Adult (FIRST sighted),5/19/2018,St. Louis,MO,38.6168,-90.274
1526345240,Monarch Adult (FIRST sighted),5/19/2018,Placerville,CA,38.7296,-120.7985
1526345255,Monarch Adult (FIRST sighted),5/19/2018,Castalia,OH,41.4001,-82.8085
1526345293,Monarch Adult (FIRST sighted),5/19/2018,Tulsa,OK,36.0211,-95.8793
1526345412,Monarch Adult (FIRST sighted),5/19/2018,chicago,IL,41.6956,-87.6011
1526345420,Monarch Adult (FIRST sighted),5/19/2018,Allenton,WI,43.4212,-88.3415
1526345439,Monarch Adult (FIRST sighted),5/19/2018,Garden City,MO,38.5611,-94.1913
1526345472,Monarch Adult (FIRST sighted),5/19/2018,Fennimore,WI,43.0615,-90.57
1526345522,Monarch Adult (FIRST sighted),5/19/2018,Columbia,MO,38.9517,-92.3341
1526345578,Monarch Adult (FIRST sighted),5/19/2018,Madison,WI,43.0731,-89.4012
1526345583,Monarch Adult (FIRST sighted),5/19/2018,Erie,PA,42.1166,-80.13
1526345596,Monarch Adult (FIRST sighted),5/19/2018,Midland,TX,31.9637,-102.1233
1526345730,Monarch Adult (FIRST sighted),5/19/2018,Mason,OH,39.3601,-84.3099
1526345825,Monarch Adult (FIRST sighted),5/19/2018,Hastings,MN,44.7541,-92.9317
1526345970,Monarch Adult (FIRST sighted),5/19/2018,Port Edwards,WI,44.3508,-89.8654
1526346084,Monarch Adult (FIRST sighted),5/19/2018,Tulsa,OK,36.0072,-95.919
1526346217,Monarch Adult (FIRST sighted),5/19/2018,Sacramento,CA,38.5397,-121.4436
1526347097,Monarch Adult (FIRST sighted),5/19/2018,Mayville,NY,42.2082,-79.4645
1526347487,Monarch Adult (FIRST sighted),5/19/2018,Aurora,ON,44.0065,-79.4504
1526348370,Monarch Adult (FIRST sighted),5/19/2018,Willowbrook,IL,41.7742,-87.9293
1526345081,Monarch Adult (FIRST sighted),5/18/2018,Belleville,MI,42.1451,-83.4496
1526345084,Monarch Adult (FIRST sighted),5/18/2018,Stratford,ON,43.37,-80.9822
1526345088,Monarch Adult (FIRST sighted),5/18/2018,Pleasantville,NS,44.2963,-64.3676
