"estimate","lowCI","highCI","true_value","distance","obs","sd","estimator","perc","Q"
114.149149736331,-9.11113007202329,134.55298990597,113.29,0.859149736330664,10,10,"pearse","onset",0
121.947320211272,-4.83028637844811,143.966393248969,113.29,8.65732021127178,10,10,"pearse","onset",0
135.82818969483,73.9592681622401,149.462189964487,113.29,22.5381896948302,10,10,"pearse","onset",0
93.267160199508,-62.8938345913389,125.074551002619,113.29,-20.022839800492,10,10,"pearse","onset",0
60.5499377303778,-374.033401445687,86.6546383298887,113.29,-52.7400622696222,10,10,"pearse","onset",0
30.0077801735097,-627.60141893651,44.0258182938691,113.29,-83.2822198264903,10,10,"pearse","onset",0
121.447990198506,59.2700132657322,134.891733427774,113.29,8.15799019850611,10,10,"pearse","onset",0
127.391391023286,91.3552766192893,133.034607007978,113.29,14.1013910232865,10,10,"pearse","onset",0
131.940078496038,50.0777960192379,148.607940487701,113.29,18.6500784960375,10,10,"pearse","onset",0
142.988947859812,125.25537319897,145.139836387657,113.29,29.6989478598122,10,10,"pearse","onset",0
107.093435657626,-107.432694167839,136.000633346614,113.29,-6.19656434237366,10,10,"pearse","onset",0
126.492364169214,42.6806644237027,143.741547558738,113.29,13.2023641692142,10,10,"pearse","onset",0
91.3602846830173,-25.997469052165,118.870216833602,113.29,-21.9297153169827,10,10,"pearse","onset",0
116.933442528512,21.7874566892077,136.835017317237,113.29,3.64344252851154,10,10,"pearse","onset",0
102.962616134922,-52.901411025108,130.123993217055,113.29,-10.3273838650781,10,10,"pearse","onset",0
103.194324938612,2.08675674588605,125.686316227608,113.29,-10.0956750613876,10,10,"pearse","onset",0
98.6792629266018,-40.4926973374424,125.80061014985,113.29,-14.6107370733982,10,10,"pearse","onset",0
87.8620827731149,-108.372494019697,121.708479108782,113.29,-25.4279172268851,10,10,"pearse","onset",0
131.32675769074,87.2627957739304,139.99403881916,113.29,18.0367576907402,10,10,"pearse","onset",0
77.4746556537685,-110.195082547799,113.235208380068,113.29,-35.8153443462315,10,10,"pearse","onset",0
132.766628571139,77.9712545548199,144.606689680179,113.29,19.4766285711388,10,10,"pearse","onset",0
136.316306409326,90.3809997300584,146.011058893873,113.29,23.0263064093257,10,10,"pearse","onset",0
135.198599636508,-27.3086069751759,155.084397682842,113.29,21.9085996365078,10,10,"pearse","onset",0
57.9017489709101,-430.989394800953,77.8417780693403,113.29,-55.3882510290899,10,10,"pearse","onset",0
113.156682120436,52.3866460336962,126.767404131371,113.29,-0.133317879564274,10,10,"pearse","onset",0
100.887029614289,-12.6341866426725,127.717701635007,113.29,-12.4029703857109,10,10,"pearse","onset",0
116.251582123014,26.8025521351718,136.630510070218,113.29,2.96158212301374,10,10,"pearse","onset",0
135.146967328133,91.1992201169291,143.919217706975,113.29,21.8569673281328,10,10,"pearse","onset",0
128.262463259623,87.8031408725838,135.84093224533,113.29,14.9724632596231,10,10,"pearse","onset",0
101.441849612684,-32.8754258684558,128.447407126468,113.29,-11.8481503873161,10,10,"pearse","onset",0
142.501944572229,88.8446849104337,152.132776977495,113.29,29.2119445722286,10,10,"pearse","onset",0
131.665330621336,90.0038832054817,139.228184933061,113.29,18.3753306213357,10,10,"pearse","onset",0
93.6194939444012,-84.2980185318455,121.984484104952,113.29,-19.6705060555988,10,10,"pearse","onset",0
139.71438087971,100.984518360936,146.914432149843,113.29,26.4243808797103,10,10,"pearse","onset",0
104.536101919395,-85.0751090743391,128.300366378708,113.29,-8.75389808060508,10,10,"pearse","onset",0
134.131151867425,92.9645927824009,141.981206872549,113.29,20.8411518674248,10,10,"pearse","onset",0
117.086309143851,-31.331080166933,140.455649275773,113.29,3.79630914385088,10,10,"pearse","onset",0
138.914534347347,99.0850687481193,147.282296693026,113.29,25.6245343473473,10,10,"pearse","onset",0
130.941263183667,72.6452547248705,143.495396058637,113.29,17.6512631836667,10,10,"pearse","onset",0
133.590880352881,111.127531296719,136.641797269766,113.29,20.3008803528806,10,10,"pearse","onset",0
110.327696375465,19.7269484443064,130.125576904702,113.29,-2.96230362453502,10,10,"pearse","onset",0
115.99060415055,43.2238303600546,133.075125071438,113.29,2.70060415054972,10,10,"pearse","onset",0
97.1858220899511,-16.1758628773191,122.446179026922,113.29,-16.1041779100489,10,10,"pearse","onset",0
45.6352973802009,-379.965105485688,83.0647428267059,113.29,-67.6547026197991,10,10,"pearse","onset",0
129.219338701888,54.8239011073356,145.901705682771,113.29,15.9293387018879,10,10,"pearse","onset",0
119.012781297154,40.6543365546306,136.478534529504,113.29,5.7227812971541,10,10,"pearse","onset",0
139.970528026122,108.066222986095,145.914718970007,113.29,26.6805280261222,10,10,"pearse","onset",0
134.702021725346,90.9814558140387,143.425687747643,113.29,21.4120217253461,10,10,"pearse","onset",0
107.448608126608,-12.3918100641673,133.040751708096,113.29,-5.84139187339203,10,10,"pearse","onset",0
86.4718967445282,-54.3212145617328,115.878354271326,113.29,-26.8181032554718,10,10,"pearse","onset",0
113.120863169232,26.3413452930382,133.836776989402,113.29,-0.169136830767926,10,10,"pearse","onset",0
144.610551940132,126.946883208012,146.877180608356,113.29,31.3205519401323,10,10,"pearse","onset",0
111.679336491676,37.6988993711336,129.245273258803,113.29,-1.61066350832402,10,10,"pearse","onset",0
140.843314701749,109.158324738607,146.611787428945,113.29,27.553314701749,10,10,"pearse","onset",0
73.1383284478427,-166.088591893258,110.366115013768,113.29,-40.1516715521573,10,10,"pearse","onset",0
96.0037852976759,-102.419760961305,127.332246297763,113.29,-17.2862147023241,10,10,"pearse","onset",0
131.283347332789,68.1237473840603,145.1539541651,113.29,17.9933473327891,10,10,"pearse","onset",0
135.821351580571,65.13504912406,149.877849244077,113.29,22.531351580571,10,10,"pearse","onset",0
129.229409559573,92.5802681537557,135.691106687769,113.29,15.9394095595726,10,10,"pearse","onset",0
105.053822521105,-82.2622239599228,133.613666418904,113.29,-8.23617747889489,10,10,"pearse","onset",0
84.1286222772476,-78.2156006437164,117.196067082395,113.29,-29.1613777227524,10,10,"pearse","onset",0
109.07976807768,47.4509053507199,121.837511614282,113.29,-4.21023192231964,10,10,"pearse","onset",0
128.22186115688,70.5389065844962,140.863662705027,113.29,14.9318611568799,10,10,"pearse","onset",0
133.29852839736,69.3499048035043,147.366572789475,113.29,20.0085283973602,10,10,"pearse","onset",0
109.865980977213,-104.090145247875,136.91893025143,113.29,-3.42401902278662,10,10,"pearse","onset",0
130.530804818653,-64.4520805787055,152.017390589248,113.29,17.2408048186534,10,10,"pearse","onset",0
13.3298857273544,-698.068294247719,29.2419733907719,113.29,-99.9601142726456,10,10,"pearse","onset",0
137.387842279634,84.1117132926494,148.605000223076,113.29,24.097842279634,10,10,"pearse","onset",0
116.527908980429,-29.0541429551676,142.118469448858,113.29,3.23790898042903,10,10,"pearse","onset",0
91.2990362927211,-72.82075781603,122.246789208324,113.29,-21.9909637072789,10,10,"pearse","onset",0
108.882673108183,-19.4202136346932,133.70257093119,113.29,-4.40732689181726,10,10,"pearse","onset",0
123.72181150808,82.6535104192506,131.166324862452,113.29,10.4318115080802,10,10,"pearse","onset",0
134.242448708215,92.5525329699773,142.918048471305,113.29,20.9524487082152,10,10,"pearse","onset",0
120.491365937287,18.8804814232588,142.768462972347,113.29,7.2013659372867,10,10,"pearse","onset",0
112.482466930009,-23.2206490906702,137.880823973512,113.29,-0.807533069990896,10,10,"pearse","onset",0
135.692278318831,95.4445595340751,143.325568762942,113.29,22.4022783188306,10,10,"pearse","onset",0
133.5717739552,103.261322832353,137.602463807123,113.29,20.2817739552005,10,10,"pearse","onset",0
68.3337697281273,-404.344784541541,83.2921091250097,113.29,-44.9562302718727,10,10,"pearse","onset",0
127.811537436966,58.7072256590618,144.05889010325,113.29,14.5215374369663,10,10,"pearse","onset",0
114.762524016592,-35.1290066819705,139.872551594035,113.29,1.47252401659193,10,10,"pearse","onset",0
126.701327622696,88.7521706439575,133.006154179431,113.29,13.4113276226958,10,10,"pearse","onset",0
123.522195545314,29.8125604433198,142.755743374415,113.29,10.2321955453142,10,10,"pearse","onset",0
125.06639114834,57.1005682754753,140.417889062871,113.29,11.7763911483404,10,10,"pearse","onset",0
104.900981397618,18.8014363075349,125.403817898259,113.29,-8.38901860238155,10,10,"pearse","onset",0
99.9749794829612,0.794206818867934,123.554842203133,113.29,-13.3150205170388,10,10,"pearse","onset",0
137.80822229854,83.4139003578053,149.619883811591,113.29,24.5182222985403,10,10,"pearse","onset",0
108.47504244701,-117.977184432825,133.970101394637,113.29,-4.81495755299001,10,10,"pearse","onset",0
157.116617775264,124.363873302554,163.35546500887,113.29,43.826617775264,10,10,"pearse","onset",0
