"estimate","true_value","distance","obs","sd","estimator","perc","Q"
140.081949275324,113.29,26.7919492753241,10,10,"naive","onset",0
151.325739537112,113.29,38.0357395371121,10,10,"naive","onset",0
150.457732244649,113.29,37.1677322446493,10,10,"naive","onset",0
134.39038596303,113.29,21.1003859630297,10,10,"naive","onset",0
142.736723975106,113.29,29.4467239751062,10,10,"naive","onset",0
139.687348324069,113.29,26.3973483240691,10,10,"naive","onset",0
135.557777452184,113.29,22.2677774521843,10,10,"naive","onset",0
133.084107760383,113.29,19.7941077603828,10,10,"naive","onset",0
150.773031227369,113.29,37.4830312273692,10,10,"naive","onset",0
145.144169853627,113.29,31.8541698536274,10,10,"naive","onset",0
156.422413056778,113.29,43.1324130567782,10,10,"naive","onset",0
146.440458075319,113.29,33.150458075319,10,10,"naive","onset",0
122.593473292752,113.29,9.30347329275185,10,10,"naive","onset",0
140.294200951371,113.29,27.0042009513709,10,10,"naive","onset",0
140.611142071094,113.29,27.3211420710938,10,10,"naive","onset",0
128.468122494134,113.29,15.1781224941343,10,10,"naive","onset",0
133.340181798612,113.29,20.0501817986119,10,10,"naive","onset",0
135.461062619989,113.29,22.1710626199894,10,10,"naive","onset",0
140.191543291266,113.29,26.9015432912663,10,10,"naive","onset",0
124.975737017324,113.29,11.6857370173243,10,10,"naive","onset",0
145.144169853627,113.29,31.8541698536274,10,10,"naive","onset",0
146.350931856339,113.29,33.0609318563386,10,10,"naive","onset",0
171.653685018173,113.29,58.3636850181726,10,10,"naive","onset",0
145.115711124088,113.29,31.8257111240881,10,10,"naive","onset",0
127.373981260652,113.29,14.0839812606517,10,10,"naive","onset",0
131.608318865333,113.29,18.3183188653334,10,10,"naive","onset",0
138.658209210224,113.29,25.3682092102242,10,10,"naive","onset",0
144.13351908083,113.29,30.8435190808299,10,10,"naive","onset",0
135.970940940587,113.29,22.6809409405873,10,10,"naive","onset",0
135.161710531734,113.29,21.8717105317337,10,10,"naive","onset",0
152.854558735661,113.29,39.5645587356611,10,10,"naive","onset",0
139.357119370132,113.29,26.0671193701317,10,10,"naive","onset",0
133.706800944854,113.29,20.4168009448544,10,10,"naive","onset",0
147.048769825664,113.29,33.7587698256636,10,10,"naive","onset",0
144.935951390561,113.29,31.645951390561,10,10,"naive","onset",0
142.126500535669,113.29,28.8365005356689,10,10,"naive","onset",0
151.285574778999,113.29,37.9955747789991,10,10,"naive","onset",0
147.55815921318,113.29,34.2681592131804,10,10,"naive","onset",0
144.027779531281,113.29,30.737779531281,10,10,"naive","onset",0
136.659727391039,113.29,23.3697273910392,10,10,"naive","onset",0
132.652505739696,113.29,19.362505739696,10,10,"naive","onset",0
134.429301689364,113.29,21.1393016893638,10,10,"naive","onset",0
127.236610094989,113.29,13.9466100949894,10,10,"naive","onset",0
133.091718932606,113.29,19.801718932606,10,10,"naive","onset",0
147.626928924438,113.29,34.3369289244381,10,10,"naive","onset",0
138.036909300538,113.29,24.7469093005384,10,10,"naive","onset",0
146.008442713803,113.29,32.7184427138027,10,10,"naive","onset",0
143.644569989679,113.29,30.3545699896786,10,10,"naive","onset",0
138.591050328287,113.29,25.3010503282866,10,10,"naive","onset",0
122.593473292752,113.29,9.30347329275185,10,10,"naive","onset",0
136.001178739437,113.29,22.7111787394371,10,10,"naive","onset",0
146.887829370764,113.29,33.5978293707639,10,10,"naive","onset",0
130.499747271407,113.29,17.2097472714069,10,10,"naive","onset",0
146.701326725015,113.29,33.4113267250152,10,10,"naive","onset",0
129.632830967836,113.29,16.3428309678357,10,10,"naive","onset",0
143.409626135109,113.29,30.1196261351087,10,10,"naive","onset",0
145.968733185982,113.29,32.6787331859823,10,10,"naive","onset",0
151.096216590066,113.29,37.8062165900656,10,10,"naive","onset",0
135.789238979977,113.29,22.4992389799773,10,10,"naive","onset",0
149.916909857844,113.29,36.6269098578439,10,10,"naive","onset",0
126.289771186385,113.29,12.9997711863852,10,10,"naive","onset",0
122.224072360761,113.29,8.93407236076072,10,10,"naive","onset",0
141.375896943757,113.29,28.0858969437573,10,10,"naive","onset",0
148.332967205157,113.29,35.0429672051572,10,10,"naive","onset",0
158.477927972478,113.29,45.1879279724777,10,10,"naive","onset",0
172.846593255444,113.29,59.5565932554436,10,10,"naive","onset",0
132.672400824367,113.29,19.3824008243669,10,10,"naive","onset",0
149.131830469228,113.29,35.8418304692279,10,10,"naive","onset",0
151.177537288341,113.29,37.8875372883406,10,10,"naive","onset",0
132.987397579579,113.29,19.6973975795792,10,10,"naive","onset",0
139.888595038962,113.29,26.5985950389617,10,10,"naive","onset",0
131.288424090561,113.29,17.998424090561,10,10,"naive","onset",0
143.183395212443,113.29,29.8933952124434,10,10,"naive","onset",0
146.333690542976,113.29,33.0436905429764,10,10,"naive","onset",0
145.776275920733,113.29,32.4862759207325,10,10,"naive","onset",0
143.47067161619,113.29,30.1806716161904,10,10,"naive","onset",0
137.62264058543,113.29,24.3326405854304,10,10,"naive","onset",0
150.280021587807,113.29,36.9900215878067,10,10,"naive","onset",0
145.597680711243,113.29,32.307680711243,10,10,"naive","onset",0
150.716266323817,113.29,37.4262663238168,10,10,"naive","onset",0
133.084107760383,113.29,19.7941077603828,10,10,"naive","onset",0
146.176867982642,113.29,32.8868679826425,10,10,"naive","onset",0
141.487795586198,113.29,28.1977955861984,10,10,"naive","onset",0
126.919450806588,113.29,13.6294508065882,10,10,"naive","onset",0
125.977688863909,113.29,12.6876888639094,10,10,"naive","onset",0
150.338112759643,113.29,37.0481127596428,10,10,"naive","onset",0
157.268136658996,113.29,43.9781366589956,10,10,"naive","onset",0
163.476969363568,113.29,50.1869693635681,10,10,"naive","onset",0
135.204360839282,113.29,21.9143608392823,10,10,"naive","onset",0
130.104364864613,113.29,16.8143648646128,10,10,"naive","onset",0
132.347596076023,113.29,19.0575960760232,10,10,"naive","onset",0
129.508374069806,113.29,16.2183740698063,10,10,"naive","onset",0
148.076361554638,113.29,34.7863615546375,10,10,"naive","onset",0
132.346383701972,113.29,19.0563837019716,10,10,"naive","onset",0
138.167577595673,113.29,24.8775775956733,10,10,"naive","onset",0
149.401838596893,113.29,36.1118385968929,10,10,"naive","onset",0
135.156298975504,113.29,21.8662989755039,10,10,"naive","onset",0
145.417279461224,113.29,32.1272794612243,10,10,"naive","onset",0
138.98790639215,113.29,25.6979063921501,10,10,"naive","onset",0
151.676799344698,113.29,38.3867993446977,10,10,"naive","onset",0
130.163898550648,76.58,53.5838985506482,10,20,"naive","onset",0
152.651479074224,76.58,76.0714790742241,10,20,"naive","onset",0
150.915464489299,76.58,74.3354644892987,10,20,"naive","onset",0
118.780771926059,76.58,42.2007719260593,10,20,"naive","onset",0
135.473447950212,76.58,58.8934479502125,10,20,"naive","onset",0
129.374696648138,76.58,52.7946966481383,10,20,"naive","onset",0
121.115554904369,76.58,44.5355549043686,10,20,"naive","onset",0
116.168215520766,76.58,39.5882155207657,10,20,"naive","onset",0
151.546062454738,76.58,74.9660624547385,10,20,"naive","onset",0
140.288339707255,76.58,63.7083397072547,10,20,"naive","onset",0
162.844826113556,76.58,86.2648261135565,10,20,"naive","onset",0
142.880916150638,76.58,66.300916150638,10,20,"naive","onset",0
95.1869465855037,76.58,18.6069465855037,10,20,"naive","onset",0
130.588401902742,76.58,54.0084019027417,10,20,"naive","onset",0
131.222284142188,76.58,54.6422841421877,10,20,"naive","onset",0
106.936244988269,76.58,30.3562449882686,10,20,"naive","onset",0
116.680363597224,76.58,40.1003635972239,10,20,"naive","onset",0
120.922125239979,76.58,44.3421252399788,10,20,"naive","onset",0
130.383086582533,76.58,53.8030865825326,10,20,"naive","onset",0
99.9514740346487,76.58,23.3714740346487,10,20,"naive","onset",0
140.288339707255,76.58,63.7083397072547,10,20,"naive","onset",0
142.701863712677,76.58,66.1218637126772,10,20,"naive","onset",0
171.595472700548,76.58,95.0154727005478,10,20,"naive","onset",0
140.231422248176,76.58,63.6514222481762,10,20,"naive","onset",0
104.747962521303,76.58,28.1679625213034,10,20,"naive","onset",0
113.216637730667,76.58,36.6366377306669,10,20,"naive","onset",0
