"estimate","lowCI","highCI","true_value","distance","obs","sd","estimator","perc","Q"
170.110083838602,141.432789729469,176.855778779782,162.68,7.43008383860172,10,10,"pearse","onset",0
180.758382824522,168.513895007672,183.614870533566,162.68,18.0783828245219,10,10,"pearse","onset",0
181.97688379703,171.534522500436,184.338294927402,162.68,19.2968837970304,10,10,"pearse","onset",0
177.486420228644,163.631101805121,180.705919390523,162.68,14.8064202286443,10,10,"pearse","onset",0
166.867222248938,128.191711033916,175.811859904959,162.68,4.18722224893844,10,10,"pearse","onset",0
184.383389737278,179.203309196088,185.137120729955,162.68,21.7033897372781,10,10,"pearse","onset",0
176.717983405062,156.963618908034,181.436963816085,162.68,14.0379834050618,10,10,"pearse","onset",0
192.024409735259,187.812576663335,192.608016640322,162.68,29.3444097352588,10,10,"pearse","onset",0
181.696606179067,176.32582401117,182.568517595435,162.68,19.0166061790668,10,10,"pearse","onset",0
159.026284010169,107.971452345471,170.01220747935,162.68,-3.65371598983145,10,10,"pearse","onset",0
175.574145762859,157.53945027523,179.722465470813,162.68,12.8941457628589,10,10,"pearse","onset",0
164.891787126301,125.006312695889,173.736752257276,162.68,2.21178712630103,10,10,"pearse","onset",0
169.492853942149,145.470567461051,175.195840629147,162.68,6.81285394214896,10,10,"pearse","onset",0
177.688289388818,160.973823802677,180.819086046782,162.68,15.0082893888184,10,10,"pearse","onset",0
179.973077094461,171.730922101374,181.16926788141,162.68,17.2930770944613,10,10,"pearse","onset",0
168.613157146444,141.401465701294,174.862908494448,162.68,5.93315714644419,10,10,"pearse","onset",0
171.567261672899,141.20418486881,178.422787890116,162.68,8.88726167289931,10,10,"pearse","onset",0
189.789734145528,181.477733526144,191.017963486037,162.68,27.1097341455277,10,10,"pearse","onset",0
162.714619901082,119.131829386358,172.536281634048,162.68,0.034619901082408,10,10,"pearse","onset",0
183.208159889287,171.241442637452,184.801690308094,162.68,20.5281598892873,10,10,"pearse","onset",0
172.256172012152,150.626232090077,177.400225149654,162.68,9.57617201215243,10,10,"pearse","onset",0
175.774811146855,134.27273468956,182.844868874104,162.68,13.0948111468553,10,10,"pearse","onset",0
