"estimate","true_value","distance","obs","sd","estimator","perc","Q"
65.0747928095092,113.29,-48.2152071904908,10,10,"belitz","onset",0
88.3681694006915,113.29,-24.9218305993085,10,10,"belitz","onset",0
68.4112111304617,113.29,-44.8787888695383,10,10,"belitz","onset",0
75.1759034261684,113.29,-38.1140965738316,10,10,"belitz","onset",0
79.0884454685026,113.29,-34.2015545314974,10,10,"belitz","onset",0
60.9516671380197,113.29,-52.3383328619803,10,10,"belitz","onset",0
73.0853656470722,113.29,-40.2046343529278,10,10,"belitz","onset",0
99.7098731237319,113.29,-13.5801268762681,10,10,"belitz","onset",0
70.3294288678331,113.29,-42.9605711321669,10,10,"belitz","onset",0
90.7415984222415,113.29,-22.5484015777585,10,10,"belitz","onset",0
67.2949555143143,113.29,-45.9950444856857,10,10,"belitz","onset",0
73.8050010966597,113.29,-39.4849989033403,10,10,"belitz","onset",0
66.5749262483863,113.29,-46.7150737516137,10,10,"belitz","onset",0
66.4804145687725,113.29,-46.8095854312275,10,10,"belitz","onset",0
67.5425696814373,113.29,-45.7474303185627,10,10,"belitz","onset",0
107.465092134677,113.29,-5.82490786532348,10,10,"belitz","onset",0
71.5702524565974,113.29,-41.7197475434026,10,10,"belitz","onset",0
90.1922679566433,113.29,-23.0977320433567,10,10,"belitz","onset",0
83.8559167534735,113.29,-29.4340832465265,10,10,"belitz","onset",0
80.1473386665397,113.29,-33.1426613334603,10,10,"belitz","onset",0
67.2059034315413,113.29,-46.0840965684587,10,10,"belitz","onset",0
106.292799979037,113.29,-6.99720002096282,10,10,"belitz","onset",0
51.6714127104312,113.29,-61.6185872895688,10,10,"belitz","onset",0
85.2198806462372,113.29,-28.0701193537628,10,10,"belitz","onset",0
62.7996274437656,113.29,-50.4903725562344,10,10,"belitz","onset",0
74.7033027305853,113.29,-38.5866972694147,10,10,"belitz","onset",0
62.9343191152753,113.29,-50.3556808847247,10,10,"belitz","onset",0
56.999080781874,113.29,-56.290919218126,10,10,"belitz","onset",0
59.9223449150648,113.29,-53.3676550849352,10,10,"belitz","onset",0
67.1505916684926,113.29,-46.1394083315074,10,10,"belitz","onset",0
71.1315445893267,113.29,-42.1584554106733,10,10,"belitz","onset",0
69.0928682893826,113.29,-44.1971317106175,10,10,"belitz","onset",0
104.380855842911,113.29,-8.90914415708893,10,10,"belitz","onset",0
67.4425331340679,113.29,-45.8474668659321,10,10,"belitz","onset",0
62.9796411454854,113.29,-50.3103588545146,10,10,"belitz","onset",0
67.3841039305779,113.29,-45.9058960694221,10,10,"belitz","onset",0
66.3421420520172,113.29,-46.9478579479829,10,10,"belitz","onset",0
58.9284221023322,113.29,-54.3615778976678,10,10,"belitz","onset",0
64.3769711755382,113.29,-48.9130288244618,10,10,"belitz","onset",0
73.0895640630296,113.29,-40.2004359369704,10,10,"belitz","onset",0
90.1060937827819,113.29,-23.1839062172181,10,10,"belitz","onset",0
