"scientific_name","latitude","longitude","id","user_login","observed_on","day","year","data_source","file","adults","life_stage"
"Danaus plexippus",41.9176029694,-87.6321613883,14318260,"lametwink","2018-07-13",194,2018,"iNaturalist","d_plexippus14318260.jpg",1,"-"
"Danaus plexippus",41.3403033333,-81.7128,14318893,"skiter13","2018-07-13",194,2018,"iNaturalist","d_plexippus14318893.jpg",1,"-"
"Danaus plexippus",39.0303654,-77.0928786,14319033,"lynnparsons","2018-07-12",193,2018,"iNaturalist","d_plexippus14319033.jpg",1,"-"
"Danaus plexippus",38.9954452515,-76.8629455566,14322407,"erininmd","2018-07-12",193,2018,"iNaturalist","d_plexippus14322407.jpg",1,"-"
"Danaus plexippus",40.4297218323,-79.9524993896,14323248,"birdizlife","2018-07-10",191,2018,"iNaturalist","d_plexippus14323248.jpg",1,"-"
"Danaus plexippus",38.91318,-76.9420083333,14324251,"abookb","2018-07-13",194,2018,"iNaturalist","d_plexippus14324251.jpg",1,"-"
"Danaus plexippus",41.9158371957,-80.1528163534,14326980,"hydropsyche","2018-07-13",194,2018,"iNaturalist","d_plexippus14326980.jpg",0,"L"
"Danaus plexippus",38.6796634051,-77.2185149857,14327788,"mefisher","2018-07-13",194,2018,"iNaturalist","d_plexippus14327788.jpg",0,"L"
"Danaus plexippus",40.0329583333,-82.9831783333,14330413,"beccaepollard","2018-07-13",194,2018,"iNaturalist","d_plexippus14330413.jpg",0,"L"
"Danaus plexippus",41.8479228253,-88.328381125,14330916,"jeffgrant","2018-07-12",193,2018,"iNaturalist","d_plexippus14330916.jpg",0,"L"
"Danaus plexippus",39.5544967651,-77.0016021729,14331113,"petercoffey","2018-07-13",194,2018,"iNaturalist","d_plexippus14331113.jpg",1,"-"
"Danaus plexippus",41.566309221,-72.056193919,14333179,"allisonbf","2018-07-13",194,2018,"iNaturalist","d_plexippus14333179.jpg",1,"-"
"Danaus plexippus",40.7795533333,-81.8956216667,14333956,"penny7652","2018-07-13",194,2018,"iNaturalist","d_plexippus14333956.jpg",0,"L"
"Danaus plexippus",40.0557326598,-75.2523347363,14334016,"robizzy_ttf","2018-07-12",193,2018,"iNaturalist","d_plexippus14334016.jpg",0,"L"
"Danaus plexippus",41.7310905457,-71.9078521729,14334981,"blue_birder","2018-07-11",192,2018,"iNaturalist","d_plexippus14334981.jpg",1,"-"
"Danaus plexippus",38.6790100924,-77.2187295376,14338954,"judygva","2018-07-13",194,2018,"iNaturalist","d_plexippus14338954.jpg",1,"-"
"Danaus plexippus",41.1641833333,-81.4117666667,14342746,"reiser","2018-07-02",183,2018,"iNaturalist","d_plexippus14342746.jpg",1,"-"
"Danaus plexippus",38.8863449847,-78.1640494973,14344699,"two_crybabies","2018-07-13",194,2018,"iNaturalist","d_plexippus14344699.jpg",1,"-"
"Danaus plexippus",36.2851716667,-83.0760028333,14345620,"kvjohnson","2018-07-14",195,2018,"iNaturalist","d_plexippus14345620.jpg",1,"-"
"Danaus plexippus",41.4410582,-83.89295,14345718,"waxwing2180","2018-07-14",195,2018,"iNaturalist","d_plexippus14345718.jpg",0,"L"
"Danaus plexippus",41.322697157,-85.7665047894,14348224,"cjosey","2018-07-14",195,2018,"iNaturalist","d_plexippus14348224.jpg",1,"-"
"Danaus plexippus",40.8714914253,-76.607468923,14348521,"olsennj","2018-07-12",193,2018,"iNaturalist","d_plexippus14348521.jpg",1,"-"
"Danaus plexippus",39.033532,-85.884847,14350134,"treehugger571","2018-07-14",195,2018,"iNaturalist","d_plexippus14350134.jpg",0,"L"
"Danaus plexippus",39.9129545552,-83.2182202722,14350619,"jgoodykoontz","2018-07-14",195,2018,"iNaturalist","d_plexippus14350619.jpg",1,"-"
"Danaus plexippus",38.294443664,-78.6491566979,14351269,"christophereliot","2018-07-13",194,2018,"iNaturalist","d_plexippus14351269.jpg",1,"-"
"Danaus plexippus",39.6280233333,-84.0805783333,14352378,"jimdanzi","2018-07-14",195,2018,"iNaturalist","d_plexippus14352378.jpg",0,"L"
"Danaus plexippus",38.6679410268,-77.189512809,14353427,"judygva","2018-07-14",195,2018,"iNaturalist","d_plexippus14353427.jpg",1,"-"
"Danaus plexippus",38.76502,-89.8605283333,14354375,"cazotea","2018-07-14",195,2018,"iNaturalist","d_plexippus14354375.jpg",1,"-"
"Danaus plexippus",40.08477243,-76.30583142,14357364,"robindale-gardens","2018-07-14",195,2018,"iNaturalist","d_plexippus14357364.jpg",1,"-"
"Danaus plexippus",40.4498858231,-79.8556430663,14357765,"pericopid","2018-07-14",195,2018,"iNaturalist","d_plexippus14357765.jpg",1,"-"
"Danaus plexippus",40.3939186,-83.5423536,14357854,"randyshonkwiler","2018-07-06",187,2018,"iNaturalist","d_plexippus14357854.jpg",1,"-"
"Danaus plexippus",41.7210322557,-88.342712,14359109,"rollinclout","2018-06-27",178,2018,"iNaturalist","d_plexippus14359109.jpg",1,"-"
"Danaus plexippus",41.5404763708,-87.6422358326,14359370,"vanbonn","2018-07-14",195,2018,"iNaturalist","d_plexippus14359370.jpg",0,"L"
"Danaus plexippus",38.0568052677,-76.6488742289,14359873,"katharinab","2018-07-10",191,2018,"iNaturalist","d_plexippus14359873.jpg",1,"-"
"Danaus plexippus",38.0722064006,-76.6471958902,14360139,"katharinab","2018-07-10",191,2018,"iNaturalist","d_plexippus14360139.jpg",0,"L"
"Danaus plexippus",39.53944539,-75.76840501,14360246,"alex_kittle","2018-07-14",195,2018,"iNaturalist","d_plexippus14360246.jpg",1,"-"
"Danaus plexippus",38.0718746086,-76.6477001455,14361825,"katharinab","2018-07-11",192,2018,"iNaturalist","d_plexippus14361825.jpg",1,"-"
"Danaus plexippus",38.0522432674,-76.6451191362,14362088,"katharinab","2018-07-11",192,2018,"iNaturalist","d_plexippus14362088.jpg",0,"L"
"Danaus plexippus",40.0720184471,-82.8783516249,14362230,"cmcadams7","2018-07-14",195,2018,"iNaturalist","d_plexippus14362230.jpg",0,"L"
"Danaus plexippus",41.5281,-70.6587366667,14365800,"dremsen","2018-07-14",195,2018,"iNaturalist","d_plexippus14365800.jpg",1,"-"
"Danaus plexippus",41.6214216667,-83.5837633333,14365856,"tzeducation","2018-05-15",135,2018,"iNaturalist","d_plexippus14365856.jpg",1,"-"
"Danaus plexippus",39.128769273,-77.7313316335,14367377,"frank11","2018-07-14",195,2018,"iNaturalist","d_plexippus14367377.jpg",0,"L"
"Danaus plexippus",39.8910157404,-75.2577490452,14368711,"ginsengandsoon","2018-07-14",195,2018,"iNaturalist","d_plexippus14368711.jpg",1,"-"
"Danaus plexippus",41.3182916667,-81.616745,14368988,"laurengreenwell","2018-07-14",195,2018,"iNaturalist","d_plexippus14368988.jpg",1,"-"
"Danaus plexippus",41.6387969674,-88.0683221751,14370093,"eattaway92","2018-07-14",195,2018,"iNaturalist","d_plexippus14370093.jpg",1,"-"
"Danaus plexippus",39.84340878,-88.77867197,14371038,"wayne31","2018-07-14",195,2018,"iNaturalist","d_plexippus14371038.jpg",0,"L"
"Danaus plexippus",41.676786,-87.87111,14378839,"sanguinaria33","2018-07-08",189,2018,"iNaturalist","d_plexippus14378839.jpg",1,"-"
"Danaus plexippus",40.2073633333,-76.36505,14379539,"pgibnat","2018-07-15",196,2018,"iNaturalist","d_plexippus14379539.jpg",1,"-"
"Danaus plexippus",41.7291589423,-81.3181359754,14379617,"willaschrlau","2018-07-14",195,2018,"iNaturalist","d_plexippus14379617.jpg",1,"-"
"Danaus plexippus",40.3741438967,-82.4061014225,14380749,"kerkhoffa","2018-07-15",196,2018,"iNaturalist","d_plexippus14380749.jpg",1,"-"
"Danaus plexippus",41.4981239,-75.7574461,14380802,"kathydetweiler","2018-07-13",194,2018,"iNaturalist","d_plexippus14380802.jpg",1,"-"
"Danaus plexippus",39.4758916667,-88.1801305556,14381804,"doublekill190","2018-07-12",193,2018,"iNaturalist","d_plexippus14381804.jpg",1,"-"
"Danaus plexippus",39.708480835,-84.0524520874,14382267,"birderchick","2018-07-14",195,2018,"iNaturalist","d_plexippus14382267.jpg",0,"L"
"Danaus plexippus",38.5765712941,-90.3811681365,14382283,"jypdx","2018-07-15",196,2018,"iNaturalist","d_plexippus14382283.jpg",0,"L"
"Danaus plexippus",39.3879127502,-83.8889389038,14382312,"birderchick","2018-07-13",194,2018,"iNaturalist","d_plexippus14382312.jpg",1,"-"
"Danaus plexippus",38.818195343,-89.9761810303,14382703,"bnelson87","2018-07-15",196,2018,"iNaturalist","d_plexippus14382703.jpg",1,"-"
"Danaus plexippus",41.197449026,-78.5129677059,14384443,"lruddle","2018-07-15",196,2018,"iNaturalist","d_plexippus14384443.jpg",0,"L"
"Danaus plexippus",41.6137049064,-70.5476133284,14389625,"bmvig","2018-07-15",196,2018,"iNaturalist","d_plexippus14389625.jpg",1,"-"
"Danaus plexippus",41.68788,-77.7073883333,14391055,"winnielapic","2018-07-13",194,2018,"iNaturalist","d_plexippus14391055.jpg",1,"-"
"Danaus plexippus",39.1198613863,-75.4964638727,14391105,"brianb85","2018-07-15",196,2018,"iNaturalist","d_plexippus14391105.jpg",1,"-"
"Danaus plexippus",40.8426310073,-72.5410382827,14391187,"alaca","2018-07-15",196,2018,"iNaturalist","d_plexippus14391187.jpg",1,"-"
"Danaus plexippus",41.7832522,-87.578253,14391830,"randyshonkwiler","2018-07-10",191,2018,"iNaturalist","d_plexippus14391830.jpg",1,"-"
"Danaus plexippus",41.4867363995,-81.9305681571,14392763,"kabir","2018-07-15",196,2018,"iNaturalist","d_plexippus14392763.jpg",1,"-"
"Danaus plexippus",41.7832522,-87.578253,14393312,"randyshonkwiler","2018-07-10",191,2018,"iNaturalist","d_plexippus14393312.jpg",0,"L"
"Danaus plexippus",40.59578524,-73.50910748,14393899,"mgrimes83","2018-07-15",196,2018,"iNaturalist","d_plexippus14393899.jpg",1,"-"
"Danaus plexippus",41.7832522,-87.578253,14394554,"randyshonkwiler","2018-07-10",191,2018,"iNaturalist","d_plexippus14394554.jpg",0,"L"
"Danaus plexippus",38.72990625,-89.94835048,14394717,"laoran","2018-07-15",196,2018,"iNaturalist","d_plexippus14394717.jpg",1,"-"
"Danaus plexippus",41.9862716667,-71.3335633333,14396701,"andrewl99","2018-07-15",196,2018,"iNaturalist","d_plexippus14396701.jpg",1,"-"
"Danaus plexippus",39.8053981606,-88.2857771609,14397798,"abigail34","2018-07-12",193,2018,"iNaturalist","d_plexippus14397798.jpg",1,"-"
"Danaus plexippus",40.9115243,-79.8296743,14400392,"amc0405","2018-07-14",195,2018,"iNaturalist","d_plexippus14400392.jpg",1,"-"
"Danaus plexippus",40.335648,-75.926875,14401228,"amseln","2018-07-15",196,2018,"iNaturalist","d_plexippus14401228.jpg",0,"L"
"Danaus plexippus",40.335648,-75.926875,14401229,"amseln","2018-07-15",196,2018,"iNaturalist","d_plexippus14401229.jpg",0,"L"
"Danaus plexippus",41.281257311,-81.38671875,14401920,"dpdawes","2018-07-15",196,2018,"iNaturalist","d_plexippus14401920.jpg",1,"-"
"Danaus plexippus",41.87511,-71.944957,14402054,"mmulqueen","2018-07-15",196,2018,"iNaturalist","d_plexippus14402054.jpg",1,"-"
"Danaus plexippus",41.366225,-73.81952,14403481,"roximarsen","2018-07-15",196,2018,"iNaturalist","d_plexippus14403481.jpg",1,"-"
"Danaus plexippus",38.8792533333,-77.0922166667,14403816,"dbarber","2018-07-12",193,2018,"iNaturalist","d_plexippus14403816.jpg",1,"-"
"Danaus plexippus",38.51263,-78.43737,14404625,"stephen_bucklin","2018-07-07",188,2018,"iNaturalist","d_plexippus14404625.jpg",1,"-"
"Danaus plexippus",39.9951160149,-82.9887008187,14405556,"lizlovesnature","2018-07-14",195,2018,"iNaturalist","d_plexippus14405556.jpg",1,"-"
"Danaus plexippus",41.879385,-87.7144764,14410268,"hershbergers","2018-07-06",187,2018,"iNaturalist","d_plexippus14410268.jpg",0,"L"
"Danaus plexippus",41.0104228,-81.3977169,14410855,"jcefus","2018-07-14",195,2018,"iNaturalist","d_plexippus14410855.jpg",1,"-"
"Danaus plexippus",40.72262696,-74.2729896649,14411671,"syvwlch","2018-07-16",197,2018,"iNaturalist","d_plexippus14411671.jpg",1,"-"
"Danaus plexippus",41.01591945,-73.82283,14412640,"cludden","2018-07-07",188,2018,"iNaturalist","d_plexippus14412640.jpg",1,"-"
"Danaus plexippus",39.1547979825,-84.7976183759,14413804,"quick3beers","2018-07-15",196,2018,"iNaturalist","d_plexippus14413804.jpg",1,"-"
"Danaus plexippus",41.4640166332,-73.25709358,14414369,"cscherer","2018-07-13",194,2018,"iNaturalist","d_plexippus14414369.jpg",1,"-"
"Danaus plexippus",41.5663100663,-72.0561929599,14415299,"allisonbf","2018-07-15",196,2018,"iNaturalist","d_plexippus14415299.jpg",0,"E"
"Danaus plexippus",40.7790533333,-81.89315,14415773,"penny7652","2018-07-16",197,2018,"iNaturalist","d_plexippus14415773.jpg",1,"-"
"Danaus plexippus",39.144573,-84.508617,14415951,"czbgbuzztroop","2018-07-16",197,2018,"iNaturalist","d_plexippus14415951.jpg",1,"-"
"Danaus plexippus",39.144573,-84.508617,14415952,"czbgbuzztroop","2018-07-16",197,2018,"iNaturalist","d_plexippus14415952.jpg",1,"-"
"Danaus plexippus",40.7917716667,-73.9231033333,14416368,"jjadams","2018-07-16",197,2018,"iNaturalist","d_plexippus14416368.jpg",1,"-"
"Danaus plexippus",41.6928416667,-73.6215216667,14418213,"gtsalmon","2018-07-16",197,2018,"iNaturalist","d_plexippus14418213.jpg",1,"-"
"Danaus plexippus",41.9437877057,-80.5945018264,14418768,"vicfazio3","2018-07-15",196,2018,"iNaturalist","d_plexippus14418768.jpg",1,"-"
"Danaus plexippus",36.5310187,-75.95213,14420345,"loriannkayaker","2018-07-14",195,2018,"iNaturalist","d_plexippus14420345.jpg",1,"-"
"Danaus plexippus",39.2899367586,-77.7254741919,14420689,"annagypsy","2018-07-14",195,2018,"iNaturalist","d_plexippus14420689.jpg",1,"-"
"Danaus plexippus",38.992205062,-76.323132841,14420782,"annagypsy","2018-07-15",196,2018,"iNaturalist","d_plexippus14420782.jpg",1,"-"
"Danaus plexippus",40.0260195,-83.0126722167,14423062,"kitooze","2018-07-15",196,2018,"iNaturalist","d_plexippus14423062.jpg",0,"L"
"Danaus plexippus",41.7832522,-87.578253,14423094,"randyshonkwiler","2018-07-10",191,2018,"iNaturalist","d_plexippus14423094.jpg",0,"L"
"Danaus plexippus",41.4355964661,-91.0525970459,14423213,"britton3","2018-07-16",197,2018,"iNaturalist","d_plexippus14423213.jpg",0,"P"
"Danaus plexippus",40.1565638333,-84.3882616667,14426147,"theonlyamalee","2018-07-16",197,2018,"iNaturalist","d_plexippus14426147.jpg",0,"L"
"Danaus plexippus",38.0721050473,-76.6473290097,14426327,"katharinab","2018-07-12",193,2018,"iNaturalist","d_plexippus14426327.jpg",1,"-"
"Danaus plexippus",41.7832522,-87.578253,14427621,"randyshonkwiler","2018-07-10",191,2018,"iNaturalist","d_plexippus14427621.jpg",0,"L"
"Danaus plexippus",41.5642014251,-90.4788704029,14427920,"allysonk","2018-07-16",197,2018,"iNaturalist","d_plexippus14427920.jpg",1,"-"
"Danaus plexippus",41.8865883,-87.7148963,14429714,"copedog","2018-07-16",197,2018,"iNaturalist","d_plexippus14429714.jpg",1,"-"
"Danaus plexippus",40.0260195,-83.012725,14430029,"kitooze","2018-07-16",197,2018,"iNaturalist","d_plexippus14430029.jpg",0,"L"
"Danaus plexippus",40.4733842,-74.7036883,14432528,"jpviolette","2018-07-07",188,2018,"iNaturalist","d_plexippus14432528.jpg",1,"-"
"Danaus plexippus",40.4733842,-74.7036883,14432533,"jpviolette","2018-07-07",188,2018,"iNaturalist","d_plexippus14432533.jpg",1,"-"
"Danaus plexippus",40.4733842,-74.7036883,14432540,"jpviolette","2018-07-07",188,2018,"iNaturalist","d_plexippus14432540.jpg",1,"-"
"Danaus plexippus",40.5532562,-74.6341875,14432561,"jpviolette","2018-07-08",189,2018,"iNaturalist","d_plexippus14432561.jpg",1,"-"
"Danaus plexippus",40.5532562,-74.6341875,14432562,"jpviolette","2018-07-08",189,2018,"iNaturalist","d_plexippus14432562.jpg",0,"L"
"Danaus plexippus",40.5532562,-74.6341875,14432566,"jpviolette","2018-07-08",189,2018,"iNaturalist","d_plexippus14432566.jpg",0,"L"
"Danaus plexippus",40.5532562,-74.6341875,14432571,"jpviolette","2018-07-08",189,2018,"iNaturalist","d_plexippus14432571.jpg",1,"-"
"Danaus plexippus",41.5877138889,-71.4120472222,14432890,"phaynes","2018-07-16",197,2018,"iNaturalist","d_plexippus14432890.jpg",1,"-"
"Danaus plexippus",39.9161071777,-84.1483840942,14435800,"riley34","2018-07-16",197,2018,"iNaturalist","d_plexippus14435800.jpg",0,"L"
"Danaus plexippus",41.0370623318,-81.5370117754,14442481,"briantinker","2018-07-17",198,2018,"iNaturalist","d_plexippus14442481.jpg",1,"-"
"Danaus plexippus",41.27950866,-82.15772846,14443785,"rford1213","2018-07-16",197,2018,"iNaturalist","d_plexippus14443785.jpg",0,"L"
"Danaus plexippus",38.7815216667,-77.8015583333,14445505,"bertharris","2018-07-16",197,2018,"iNaturalist","d_plexippus14445505.jpg",0,"L"
"Danaus plexippus",39.890525,-86.329855,14447591,"sgederberg","2018-07-17",198,2018,"iNaturalist","d_plexippus14447591.jpg",1,"-"
"Danaus plexippus",41.1592618,-74.0698645,14448026,"lipwak","2018-07-17",198,2018,"iNaturalist","d_plexippus14448026.jpg",1,"-"
"Danaus plexippus",40.8062133333,-73.9684366667,14448673,"andersonic","2018-07-17",198,2018,"iNaturalist","d_plexippus14448673.jpg",1,"-"
"Danaus plexippus",40.6722808443,-81.6306508914,14449415,"steveu","2018-07-14",195,2018,"iNaturalist","d_plexippus14449415.jpg",0,"L"
"Danaus plexippus",39.144573,-84.508617,14449922,"czbgbuzztroop","2018-07-10",191,2018,"iNaturalist","d_plexippus14449922.jpg",1,"-"
"Danaus plexippus",40.2413867809,-83.0738309026,14450686,"sransom","2018-07-16",197,2018,"iNaturalist","d_plexippus14450686.jpg",1,"-"
"Danaus plexippus",41.8341427915,-87.8373401747,14453151,"raquel_w","2018-07-17",198,2018,"iNaturalist","d_plexippus14453151.jpg",0,"L"
"Danaus plexippus",40.4507916667,-76.1042778333,14453220,"namethatthing","2018-07-17",198,2018,"iNaturalist","d_plexippus14453220.jpg",0,"L"
"Danaus plexippus",41.114125927,-82.2965042666,14454051,"jackiewoods","2018-07-17",198,2018,"iNaturalist","d_plexippus14454051.jpg",0,"L"
"Danaus plexippus",41.1141414754,-82.2965011653,14454235,"jackiewoods","2018-07-17",198,2018,"iNaturalist","d_plexippus14454235.jpg",1,"-"
"Danaus plexippus",40.1529087934,-84.74925539,14456560,"coachwhipbooks","2018-07-17",198,2018,"iNaturalist","d_plexippus14456560.jpg",1,"-"
"Danaus plexippus",40.704710752,-79.557161923,14456726,"johnboback","2018-07-17",198,2018,"iNaturalist","d_plexippus14456726.jpg",1,"-"
"Danaus plexippus",41.2971544664,-82.1373828899,14462990,"meridith","2018-07-16",197,2018,"iNaturalist","d_plexippus14462990.jpg",0,"L"
"Danaus plexippus",40.9126966667,-82.3406,14463651,"psaunder","2018-07-17",198,2018,"iNaturalist","d_plexippus14463651.jpg",1,"-"
"Danaus plexippus",40.6839993,-74.4005451,14466620,"jpviolette","2018-07-05",186,2018,"iNaturalist","d_plexippus14466620.jpg",1,"-"
"Danaus plexippus",40.6839993,-74.4005451,14466641,"jpviolette","2018-07-11",192,2018,"iNaturalist","d_plexippus14466641.jpg",0,"L"
"Danaus plexippus",40.6839993,-74.4005451,14466649,"jpviolette","2018-07-13",194,2018,"iNaturalist","d_plexippus14466649.jpg",1,"-"
"Danaus plexippus",40.5958292,-74.573524,14466650,"jpviolette","2018-07-13",194,2018,"iNaturalist","d_plexippus14466650.jpg",1,"-"
"Danaus plexippus",40.5958292,-74.573524,14466651,"jpviolette","2018-07-13",194,2018,"iNaturalist","d_plexippus14466651.jpg",0,"L"
"Danaus plexippus",40.5958292,-74.573524,14466656,"jpviolette","2018-07-13",194,2018,"iNaturalist","d_plexippus14466656.jpg",0,"L"
"Danaus plexippus",40.6839993,-74.4005451,14466658,"jpviolette","2018-07-16",197,2018,"iNaturalist","d_plexippus14466658.jpg",0,"L"
"Danaus plexippus",41.342495,-88.1322471667,14468314,"jeandotson","2018-07-17",198,2018,"iNaturalist","d_plexippus14468314.jpg",0,"L"
"Danaus plexippus",41.2724030823,-72.5643482658,14469787,"yasingi","2018-07-11",192,2018,"iNaturalist","d_plexippus14469787.jpg",1,"-"
"Danaus plexippus",39.6405606112,-84.4557450526,14474806,"lgol","2018-07-18",199,2018,"iNaturalist","d_plexippus14474806.jpg",0,"L"
"Danaus plexippus",41.4822242306,-81.9320479536,14475779,"kabir","2018-07-18",199,2018,"iNaturalist","d_plexippus14475779.jpg",1,"-"
"Danaus plexippus",40.7114551077,-73.9767619596,14476184,"craghorne","2018-07-18",199,2018,"iNaturalist","d_plexippus14476184.jpg",1,"-"
"Danaus plexippus",41.8668316292,-87.6142246232,14476822,"vanbonn","2018-07-18",199,2018,"iNaturalist","d_plexippus14476822.jpg",0,"L"
"Danaus plexippus",41.2242799898,-81.2290491741,14478285,"starkparks","2018-07-18",199,2018,"iNaturalist","d_plexippus14478285.jpg",0,"L"
"Danaus plexippus",41.5816762118,-70.4666089212,14478364,"howarddc","2018-07-18",199,2018,"iNaturalist","d_plexippus14478364.jpg",1,"-"
"Danaus plexippus",40.3516309,-74.58724714,14479162,"asnieckus","2018-07-18",199,2018,"iNaturalist","d_plexippus14479162.jpg",1,"-"
"Danaus plexippus",40.7753886975,-74.4096920746,14479947,"jackellogg","2018-07-18",199,2018,"iNaturalist","d_plexippus14479947.jpg",1,"-"
"Danaus plexippus",40.1554652397,-83.0340991729,14480120,"mikayla16","2018-07-18",199,2018,"iNaturalist","d_plexippus14480120.jpg",0,"L"
"Danaus plexippus",41.510425,-81.6135716667,14481308,"futureconnectionsnhm","2018-07-18",199,2018,"iNaturalist","d_plexippus14481308.jpg",1,"-"
"Danaus plexippus",40.7868762236,-74.1038985183,14482497,"yying2006","2018-07-16",197,2018,"iNaturalist","d_plexippus14482497.jpg",1,"-"
"Danaus plexippus",41.7851133333,-72.9374916667,14483697,"andrewouellette","2018-07-18",199,2018,"iNaturalist","d_plexippus14483697.jpg",1,"-"
"Danaus plexippus",41.6783790452,-87.8043962842,14483909,"lakekatherine_volunteer","2018-07-18",199,2018,"iNaturalist","d_plexippus14483909.jpg",1,"-"
"Danaus plexippus",40.3191609588,-74.8380084616,14484151,"soowavey1","2018-07-18",199,2018,"iNaturalist","d_plexippus14484151.jpg",1,"-"
"Danaus plexippus",39.144573,-84.508617,14484196,"czbgbuzztroop","2018-07-18",199,2018,"iNaturalist","d_plexippus14484196.jpg",1,"-"
"Danaus plexippus",41.31812,-81.6171583333,14487504,"laurengreenwell","2018-07-18",199,2018,"iNaturalist","d_plexippus14487504.jpg",1,"-"
"Danaus plexippus",41.7385866667,-81.32817,14488504,"marybeee","2018-07-18",199,2018,"iNaturalist","d_plexippus14488504.jpg",1,"-"
"Danaus plexippus",38.0565856223,-76.6487454828,14493336,"katharinab","2018-07-14",195,2018,"iNaturalist","d_plexippus14493336.jpg",1,"-"
"Danaus plexippus",38.0565856223,-76.6487454828,14493337,"katharinab","2018-07-14",195,2018,"iNaturalist","d_plexippus14493337.jpg",1,"-"
"Danaus plexippus",40.8049278259,-81.4622573853,14493499,"rsimon","2018-07-12",193,2018,"iNaturalist","d_plexippus14493499.jpg",0,"L"
"Danaus plexippus",40.5600753589,-74.1022647411,14493692,"hzz","2018-07-17",198,2018,"iNaturalist","d_plexippus14493692.jpg",1,"-"
"Danaus plexippus",40.785002,-80.388068,14494078,"three-hills-explorer","2018-07-18",199,2018,"iNaturalist","d_plexippus14494078.jpg",1,"-"
"Danaus plexippus",41.3215216667,-81.28405,14494547,"miayeager","2018-06-26",177,2018,"iNaturalist","d_plexippus14494547.jpg",1,"-"
"Danaus plexippus",40.4291648865,-79.9524993896,14495041,"birdizlife","2018-07-18",199,2018,"iNaturalist","d_plexippus14495041.jpg",1,"-"
"Danaus plexippus",41.5662206191,-72.056165751,14496099,"allisonbf","2018-07-18",199,2018,"iNaturalist","d_plexippus14496099.jpg",1,"-"
"Danaus plexippus",41.2162663001,-82.1748823811,14496714,"carolr","2018-07-18",199,2018,"iNaturalist","d_plexippus14496714.jpg",1,"-"
"Danaus plexippus",41.6890867241,-83.6002577563,14498072,"alypeacelove","2018-07-18",199,2018,"iNaturalist","d_plexippus14498072.jpg",0,"L"
"Danaus plexippus",40.7937666667,-73.95572,14498133,"mwr261","2018-07-17",198,2018,"iNaturalist","d_plexippus14498133.jpg",1,"-"
"Danaus plexippus",40.7157949219,-74.0167003033,14499411,"spritelink","2018-07-18",199,2018,"iNaturalist","d_plexippus14499411.jpg",1,"-"
"Danaus plexippus",39.870134024,-82.7410699335,14499797,"whitetail","2018-07-18",199,2018,"iNaturalist","d_plexippus14499797.jpg",0,"L"
"Danaus plexippus",41.2632546576,-81.4272126779,14500151,"justin219","2018-07-18",199,2018,"iNaturalist","d_plexippus14500151.jpg",0,"L"
"Danaus plexippus",41.2632966667,-81.4273533333,14501019,"justin219","2018-07-18",199,2018,"iNaturalist","d_plexippus14501019.jpg",0,"L"
"Danaus plexippus",38.849309,-77.063938,14501295,"cheerwine","2018-07-18",199,2018,"iNaturalist","d_plexippus14501295.jpg",1,"-"
"Danaus plexippus",38.1603472222,-78.773225,14504590,"gaudettelaura","2018-07-17",198,2018,"iNaturalist","d_plexippus14504590.jpg",1,"-"
"Danaus plexippus",40.2028634745,-77.1946348149,14505238,"emily149","2018-07-17",198,2018,"iNaturalist","d_plexippus14505238.jpg",0,"L"
"Danaus plexippus",38.5944891256,-78.3824135448,14505517,"mbmccoll","2018-07-17",198,2018,"iNaturalist","d_plexippus14505517.jpg",1,"-"
"Danaus plexippus",39.4865036011,-77.8048706055,14506053,"coreyk","2018-07-18",199,2018,"iNaturalist","d_plexippus14506053.jpg",0,"L"
"Danaus plexippus",41.4713957068,-73.2591302321,14512972,"bigjimmy123","2018-07-19",200,2018,"iNaturalist","d_plexippus14512972.jpg",1,"-"
"Danaus plexippus",41.4715686255,-73.2584279124,14512996,"henryyjjames","2018-07-19",200,2018,"iNaturalist","d_plexippus14512996.jpg",1,"-"
"Danaus plexippus",41.4715366667,-73.2584916667,14513014,"fortnite_freddy_2011","2018-07-19",200,2018,"iNaturalist","d_plexippus14513014.jpg",1,"-"
"Danaus plexippus",41.4715901937,-73.2583556459,14513021,"roguejoe","2018-07-19",200,2018,"iNaturalist","d_plexippus14513021.jpg",1,"-"
"Danaus plexippus",41.4715583333,-73.2584216667,14513033,"henryyjjames","2018-07-19",200,2018,"iNaturalist","d_plexippus14513033.jpg",1,"-"
"Danaus plexippus",41.4716197132,-73.2583698258,14513036,"monkey_molly","2018-07-19",200,2018,"iNaturalist","d_plexippus14513036.jpg",1,"-"
"Danaus plexippus",41.4715249138,-73.2584552374,14513069,"filthyfergiefortnite2012","2018-07-19",200,2018,"iNaturalist","d_plexippus14513069.jpg",1,"-"
"Danaus plexippus",40.9801633333,-76.9463416667,14513636,"tonzetich","2018-07-19",200,2018,"iNaturalist","d_plexippus14513636.jpg",1,"-"
"Danaus plexippus",40.4275016785,-79.9013900757,14513959,"marandanemeth","2018-07-18",199,2018,"iNaturalist","d_plexippus14513959.jpg",0,"L"
"Danaus plexippus",41.65875,-83.6194616667,14514728,"erdicesare","2018-07-17",198,2018,"iNaturalist","d_plexippus14514728.jpg",0,"L"
"Danaus plexippus",37.2901616667,-77.40422,14515839,"km19","2018-07-19",200,2018,"iNaturalist","d_plexippus14515839.jpg",1,"-"
